Symptom,Symbol,Category_cl,EntrezID
C0021368,IL1A,protein,3552
C0021368,CRP,protein,1401
C0021368,IFNG,protein,3458
C0021368,ICAM1,protein,3383
C0021368,SELE,protein,6401
C0021368,ELANE,protein,1991
C0021368,PSMB8,protein,5696
C0021368,VCAM1,protein,7412
C0021368,PTGS1,protein,5742
C0021368,IL18,protein,3606
C0021368,CCL11,protein,6356
C0021368,IL1B,protein,3553
C0021368,CXCL8,protein,3576
C0021368,IL10,protein,3586
C0021368,TNF,protein,7124
C0021368,IL17A,protein,3605
C0021368,CCL2,protein,6347
C0021368,MPO,protein,4353
C0030232,MEN1,protein,4221
C0030232,HBG2,protein,3048
C0030232,RPL15,protein,6138
C0030232,LRAT,protein,9227
C0030232,TCIRG1,protein,10312
C0030232,ALAS2,protein,212
C0030232,POMGNT1,protein,55624
C0030232,RPS10,protein,6204
C0030232,RPS28,protein,6234
C0030232,MMADHC,protein,27249
C0030232,KLF1,protein,10661
C0030232,SNX10,protein,29887
C0030232,RPS17,protein,6218
C0030232,HBB,protein,3043
C0030232,SLC19A2,protein,10560
C0030232,RPS24,protein,6229
C0030232,RPS7,protein,6201
C0030232,KCNJ11,protein,3767
C0030232,UCP2,protein,7351
C0030232,RPL11,protein,6135
C0030232,GATA1,protein,2623
C0030232,HBG1,protein,3047
C0030232,RPL26,protein,6154
C0030232,HNF1A,protein,6927
C0030232,MMACHC,protein,25974
C0030232,CLCN7,protein,1186
C0030232,RPS29,protein,6235
C0030232,FH,protein,2271
C0030232,TNFSF11,protein,8600
C0030232,VPS13A,protein,23230
C0030232,ABCC8,protein,6833
C0030232,RPL35A,protein,6165
C0030232,DHFR,protein,1719
C0030232,RPS26,protein,6231
C0030232,RPL5,protein,6125
C0030232,AIP,protein,9049
C0030232,HBA2,protein,3040
C0030232,HBA1,protein,3039
C0030232,MYD88,protein,4615
C0030232,RPS19,protein,6223
C0030232,HNF4A,protein,3172
C0029089,PLXND1,protein,23129
C0029089,COX1,protein,4512
C0029089,NDUFS3,protein,4722
C0029089,TUB,protein,7275
C0029089,RP1,protein,6101
C0029089,POMGNT1,protein,55624
C0029089,BBS2,protein,583
C0029089,SDHAF1,protein,644096
C0029089,RHO,protein,6010
C0029089,CHRND,protein,1144
C0029089,NDUFA2,protein,4695
C0029089,SLC25A4,protein,291
C0029089,RP2,protein,6102
C0029089,USH2A,protein,7399
C0029089,PHOX2A,protein,401
C0029089,PRPF8,protein,10594
C0029089,SUCLA2,protein,8803
C0029089,BIN1,protein,274
C0029089,TOPORS,protein,10210
C0029089,MAK,protein,4117
C0029089,SDHA,protein,6389
C0029089,REV3L,protein,5980
C0029089,NEK2,protein,4751
C0029089,PDE6A,protein,5145
C0029089,SAG,protein,6295
C0029089,ARL2BP,protein,23568
C0029089,CNGA1,protein,1259
C0029089,PDE6B,protein,5158
C0029089,IFT140,protein,9742
C0029089,NPTX2,protein,4885
C0029089,RRM2B,protein,50484
C0029089,COX2,protein,4513
C0029089,SACS,protein,26278
C0029089,COX5A,protein,9377
C0029089,CRX,protein,1406
C0029089,CYTB,protein,4519
C0029089,MGME1,protein,92667
C0029089,PABPN1,protein,8106
C0029089,TSPYL1,protein,7259
C0029089,TULP1,protein,7287
C0029089,RGR,protein,5995
C0029089,TUBB3,protein,10381
C0029089,SPEG,protein,10290
C0029089,SURF1,protein,6834
C0029089,MAG,protein,4099
C0029089,ROM1,protein,6094
C0029089,COX15,protein,1355
C0029089,NDUFA9,protein,4704
C0029089,BEST1,protein,7439
C0029089,MUSK,protein,4593
C0029089,COX10,protein,1352
C0029089,RPE65,protein,6121
C0029089,NR2E3,protein,10002
C0029089,RPGR,protein,6103
C0029089,NDUFA10,protein,4705
C0029089,LRAT,protein,9227
C0029089,NPC1,protein,4864
C0029089,CRB1,protein,23418
C0029089,COQ8A,protein,56997
C0029089,RBP3,protein,5949
C0029089,PRPF31,protein,26121
C0029089,CNGB1,protein,1258
C0029089,PRPF4,protein,9128
C0029089,IMPDH1,protein,3614
C0029089,CA4,protein,762
C0029089,IFT172,protein,26160
C0029089,AFG3L2,protein,10939
C0029089,POLG,protein,5428
C0029089,RP9,protein,6100
C0029089,ND1,protein,4535
C0029089,TYMP,protein,1890
C0029089,NDUFS4,protein,4724
C0029089,PRPF6,protein,24148
C0029089,ABCA4,protein,24
C0029089,ND6,protein,4541
C0029089,OFD1,protein,8481
C0029089,PROM1,protein,8842
C0029089,TWNK,protein,56652
C0029089,MERTK,protein,10461
C0029089,CLRN1,protein,7401
C0029089,SDHD,protein,6392
C0029089,ATXN2,protein,6311
C0029089,BCS1L,protein,617
C0029089,RLBP1,protein,6017
C0029089,KIF21A,protein,55605
C0029089,SNRNP200,protein,23020
C0029089,SLC9A6,protein,10479
C0029089,PRPF3,protein,9129
C0029089,GUCA1B,protein,2979
C0029089,FSCN2,protein,25794
C0029089,COX3,protein,4514
C0029089,PDE6G,protein,5148
C0029089,NDUFS8,protein,4728
C0029089,IDH3B,protein,3420
C0029089,PRPH2,protein,5961
C0029089,CHRNE,protein,1145
C0029089,OPA1,protein,4976
C0029089,CHRNA1,protein,1134
C0029089,NRL,protein,4901
C0029089,GBA,protein,2629
C0029089,FOXRED1,protein,55572
C0029089,ATXN7,protein,6314
C0029089,ND5,protein,4540
C0029089,CHRNB1,protein,1140
C0005745,FOXC2,protein,2303
C0005745,ANKRD11,protein,29123
C0005745,DBH,protein,1621
C0005745,SYNGAP1,protein,8831
C0005745,KIF21A,protein,55605
C0005745,ECEL1,protein,9427
C0005745,ACTG1,protein,71
C0005745,PABPN1,protein,8106
C0005745,RAPSN,protein,5913
C0005745,CHRND,protein,1144
C0005745,TUBB3,protein,10381
C0005745,TWIST1,protein,7291
C0005745,PHOX2A,protein,401
C0005745,AFG3L2,protein,10939
C0005745,COLQ,protein,8292
C0005745,IGHMBP2,protein,3508
C0005745,POLG,protein,5428
C0005745,FOXL2,protein,668
C0005745,TYMP,protein,1890
C0005745,CHRNE,protein,1145
C0005745,OPA1,protein,4976
C0005745,COL25A1,protein,84570
C0005745,BRPF1,protein,7862
C0005745,UBE3B,protein,89910
C0005745,MTM1,protein,4534
C0005745,DNM2,protein,1785
C0005745,MUSK,protein,4593
C0005745,TUBB6,protein,84617
C0005745,SOS1,protein,6654
C0005745,ZFHX4,protein,79776
C0005745,DOK7,protein,285489
C0005745,RYR1,protein,6261
C0003123,NPY,protein,4852
C0003123,UCN2,protein,90226
C0003123,CCK,protein,885
C0003123,TNFRSF10A,protein,8797
C0003123,COX1,protein,4512
C0003123,IL1RN,protein,3557
C0003123,ATM,protein,472
C0003123,MMADHC,protein,27249
C0003123,CCND1,protein,595
C0003123,SLC19A2,protein,10560
C0003123,CRHR1,protein,1394
C0003123,AQP2,protein,359
C0003123,COX3,protein,4514
C0003123,CRHR2,protein,1395
C0003123,GLA,protein,2717
C0003123,ND1,protein,4535
C0003123,HLCS,protein,3141
C0003123,PYY,protein,5697
C0003123,MMACHC,protein,25974
C0003123,IFNA2,protein,3440
C0003123,HMBS,protein,3145
C0003123,ND6,protein,4541
C0003123,PTPN22,protein,26191
C0003123,SCARB2,protein,950
C0003123,IL2,protein,3558
C0003123,ALPL,protein,249
C0003123,GBA,protein,2629
C0003123,IGH,protein,3492
C0003123,COX2,protein,4513
C0003123,ARG1,protein,383
C0003123,CRH,protein,1392
C0003123,IL1B,protein,3553
C0003123,AVPR2,protein,554
C0003123,TNFRSF1A,protein,7132
C0003123,ND5,protein,4540
C0003123,HLA-B,protein,3106
C0003123,ND4,protein,4538
C0003123,MLX,protein,6945
C0003123,TNF,protein,7124
C0003123,IL12B,protein,3593
C0003123,HTR4,protein,3360
C0271097,CLRN1,protein,7401
C0271097,OTOP2,protein,92736
C0271097,USH1C,protein,10083
C0271097,ABHD12,protein,26090
C0271097,CIB2,protein,10518
C0271097,OMP,protein,4975
C0271097,CLRN3,protein,119467
C0271097,CHML,protein,1122
C0271097,USH2A,protein,7399
C0271097,CDH23,protein,64072
C0271097,CEP78,protein,84131
C0271097,PDZD7,protein,79955
C0271097,USH1G,protein,124590
C0271097,USHBP1,protein,83878
C0271097,ANKS4B,protein,257629
C0271097,LNX1,protein,84708
C0271097,EML1,protein,2009
C0271097,MYO7A,protein,4647
C0271097,CEP250,protein,11190
C0271097,ADGRV1,protein,84059
C0271097,GJB2,protein,2706
C0271097,PEX6,protein,5190
C0271097,RPGR,protein,6103
C0271097,WHRN,protein,25861
C0271097,SLC4A7,protein,9497
C2931205,CLRN1,protein,7401
C2931205,USH1C,protein,10083
C2931205,OTOP2,protein,92736
C2931205,ABHD12,protein,26090
C2931205,CIB2,protein,10518
C2931205,OMP,protein,4975
C2931205,CLRN3,protein,119467
C2931205,CHML,protein,1122
C2931205,USH2A,protein,7399
C2931205,CDH23,protein,64072
C2931205,CEP78,protein,84131
C2931205,PDZD7,protein,79955
C2931205,USH1G,protein,124590
C2931205,ANKS4B,protein,257629
C2931205,USHBP1,protein,83878
C2931205,LNX1,protein,84708
C2931205,EML1,protein,2009
C2931205,MYO7A,protein,4647
C2931205,CEP250,protein,11190
C2931205,ADGRV1,protein,84059
C2931205,GJB2,protein,2706
C2931205,PEX6,protein,5190
C2931205,RPGR,protein,6103
C2931205,WHRN,protein,25861
C2931205,SLC4A7,protein,9497
C1568248,CLRN1,protein,7401
C1568248,USH1C,protein,10083
C1568248,OTOP2,protein,92736
C1568248,ABHD12,protein,26090
C1568248,CIB2,protein,10518
C1568248,OMP,protein,4975
C1568248,CLRN3,protein,119467
C1568248,CHML,protein,1122
C1568248,USH2A,protein,7399
C1568248,CDH23,protein,64072
C1568248,CEP78,protein,84131
C1568248,PDZD7,protein,79955
C1568248,USH1G,protein,124590
C1568248,USHBP1,protein,83878
C1568248,ANKS4B,protein,257629
C1568248,LNX1,protein,84708
C1568248,EML1,protein,2009
C1568248,MYO7A,protein,4647
C1568248,CEP250,protein,11190
C1568248,ADGRV1,protein,84059
C1568248,GJB2,protein,2706
C1568248,PEX6,protein,5190
C1568248,RPGR,protein,6103
C1568248,WHRN,protein,25861
C1568248,SLC4A7,protein,9497
C1568249,CLRN1,protein,7401
C1568249,USH1C,protein,10083
C1568249,OTOP2,protein,92736
C1568249,ABHD12,protein,26090
C1568249,CIB2,protein,10518
C1568249,OMP,protein,4975
C1568249,CLRN3,protein,119467
C1568249,CHML,protein,1122
C1568249,USH2A,protein,7399
C1568249,CDH23,protein,64072
C1568249,CEP78,protein,84131
C1568249,PDZD7,protein,79955
C1568249,ANKS4B,protein,257629
C1568249,USH1G,protein,124590
C1568249,USHBP1,protein,83878
C1568249,LNX1,protein,84708
C1568249,EML1,protein,2009
C1568249,OPA1,protein,4976
C1568249,MYO7A,protein,4647
C1568249,CEP250,protein,11190
C1568249,GSK3B,protein,2932
C1568249,ADGRV1,protein,84059
C1568249,GJB2,protein,2706
C1568249,PEX6,protein,5190
C1568249,RPGR,protein,6103
C1568249,WHRN,protein,25861
C1568249,SLC4A7,protein,9497
C0699731,TEAD1,protein,7003
C0699731,FXYD2,protein,486
C0699731,CRLF3,protein,51379
C0699731,DPYD,protein,1806
C0699731,CDK12,protein,51755
C0699731,GRIK3,protein,2899
C0699731,MBNL1,protein,4154
C0699731,FAM8A1,protein,51439
C0699731,PSMA6,protein,5687
C0699731,ITGB4,protein,3691
C0699731,JMJD1C,protein,221037
C0699731,TMEM183A,protein,92703
C0699731,SLC18A2,protein,6571
C0699731,HTT,protein,3064
C0699731,POMGNT1,protein,55624
C0699731,SMCHD1,protein,23347
C0699731,SLC12A4,protein,6560
C0699731,SIGLEC10,protein,89790
C0699731,PRNP,protein,5621
C0699731,CD46,protein,4179
C0699731,PNISR,protein,25957
C0699731,PALM,protein,5064
C0699731,CFHR5,protein,81494
C0699731,CCR7,protein,1236
C0699731,AVPR1A,protein,552
C0699731,PRSS22,protein,64063
C0699731,TNFAIP8L1,protein,126282
C0699731,MAPK8IP2,protein,23542
C0699731,UBL3,protein,5412
C0699731,USH2A,protein,7399
C0699731,CNBP,protein,7555
C0699731,ELOVL2,protein,54898
C0699731,JMJD6,protein,23210
C0699731,G6PC3,protein,92579
C0699731,CXCR3,protein,2833
C0699731,NUP43,protein,348995
C0699731,B2M,protein,567
C0699731,PCSK1N,protein,27344
C0699731,DEGS1,protein,8560
C0699731,MED7,protein,9443
C0699731,FAU,protein,2197
C0699731,PNKD,protein,25953
C0699731,UBE4A,protein,9354
C0699731,IFNA1,protein,3439
C0699731,EPB41L4B,protein,54566
C0699731,ROBO1,protein,6091
C0699731,SLC31A1,protein,1317
C0699731,ZBTB11,protein,27107
C0699731,SLAMF8,protein,56833
C0699731,PKN2,protein,5586
C0699731,ITGBL1,protein,9358
C0699731,VPS4B,protein,9525
C0699731,NFE2L2,protein,4780
C0699731,MRGPRX3,protein,117195
C0699731,SLC35A1,protein,10559
C0699731,VCL,protein,7414
C0699731,OPN1SW,protein,611
C0699731,CCL24,protein,6369
C0699731,PIAS3,protein,10401
C0699731,FAS,protein,355
C0699731,VPS13A,protein,23230
C0699731,ZNF267,protein,10308
C0699731,HOXB2,protein,3212
C0699731,CLIP1,protein,6249
C0699731,ANGPTL2,protein,23452
C0699731,ST6GAL2,protein,84620
C0699731,IFNGR1,protein,3459
C0699731,TTF1,protein,7270
C0699731,USP15,protein,9958
C0699731,MAP2K6,protein,5608
C0699731,VN1R4,protein,317703
C0699731,TNNT3,protein,7140
C0699731,STK36,protein,27148
C0699731,FXYD3,protein,5349
C0699731,DRD3,protein,1814
C0699731,CDKN1B,protein,1027
C0699731,GPR132,protein,29933
C0699731,SYDE1,protein,85360
C0699731,LRRC29,protein,26231
C0699731,ANKRD49,protein,54851
C0699731,LGI1,protein,9211
C0699731,NLRP2,protein,55655
C0699731,FGF23,protein,8074
C0699731,SLC38A2,protein,54407
C0699731,INCENP,protein,3619
C0699731,LYPLA1,protein,10434
C0699731,ATM,protein,472
C0699731,PMEL,protein,6490
C0699731,FRRS1L,protein,23732
C0699731,RAI1,protein,10743
C0699731,SRP9,protein,6726
C0699731,TDP2,protein,51567
C0699731,C8orf76,protein,84933
C0699731,PCNP,protein,57092
C0699731,RAB4B,protein,53916
C0699731,STK17B,protein,9262
C0699731,BFSP1,protein,631
C0699731,ANKRD12,protein,23253
C0699731,FMR1,protein,2332
C0699731,CAB39,protein,51719
C0699731,BBOX1,protein,8424
C0699731,WDR20,protein,91833
C0699731,PAX5,protein,5079
C0699731,FOXO3,protein,2309
C0699731,HOXA11,protein,3207
C0699731,PLEKHS1,protein,79949
C0699731,SOX15,protein,6665
C0699731,PTMS,protein,5763
C0699731,SALL1,protein,6299
C0699731,MTHFD1L,protein,25902
C0699731,MAOB,protein,4129
C0699731,CHMP5,protein,51510
C0699731,KCNJ2,protein,3759
C0699731,PSORS1C1,protein,170679
C0699731,PRRT2,protein,112476
C0699731,ZNF148,protein,7707
C0699731,SIRT1,protein,23411
C0699731,OSBPL11,protein,114885
C0699731,CLCA1,protein,1179
C0699731,RNF13,protein,11342
C0699731,PTGES3,protein,10728
C0699731,REM1,protein,28954
C0699731,HIF1A,protein,3091
C0699731,LIMS2,protein,55679
C0699731,TRIM41,protein,90933
C0699731,HRC,protein,3270
C0699731,TMEM30A,protein,55754
C0699731,ABCG4,protein,64137
C0699731,PPM1A,protein,5494
C0699731,CC2D2A,protein,57545
C0699731,TCERG1,protein,10915
C0699731,ADD3,protein,120
C0699731,NAMPT,protein,10135
C0699731,TNFAIP8,protein,25816
C0699731,LBR,protein,3930
C0699731,RAB30,protein,27314
C0699731,PDE10A,protein,10846
C0699731,EIF4A2,protein,1974
C0699731,COX10,protein,1352
C0699731,ARHGEF9,protein,23229
C0699731,KCNG1,protein,3755
C0699731,LHPP,protein,64077
C0699731,GPRIN2,protein,9721
C0699731,PLEKHF2,protein,79666
C0699731,CACNA2D2,protein,9254
C0699731,CRYBA4,protein,1413
C0699731,EXD2,protein,55218
C0699731,TMED2,protein,10959
C0699731,SHANK2,protein,22941
C0699731,PTCH1,protein,5727
C0699731,HTR7,protein,3363
C0699731,CCNG2,protein,901
C0699731,GLRX,protein,2745
C0699731,NUCKS1,protein,64710
C0699731,RBM39,protein,9584
C0699731,MORC3,protein,23515
C0699731,KCNN1,protein,3780
C0699731,CBL,protein,867
C0699731,SLC25A40,protein,55972
C0699731,CD164,protein,8763
C0699731,ALOX5,protein,240
C0699731,ARHGEF7,protein,8874
C0699731,UBE2D3,protein,7323
C0699731,GCKR,protein,2646
C0699731,CCR8,protein,1237
C0699731,TMPO,protein,7112
C0699731,GMEB1,protein,10691
C0699731,PSIP1,protein,11168
C0699731,KRTAP4-1,protein,85285
C0699731,NEK7,protein,140609
C0699731,PRR7,protein,80758
C0699731,GEMIN7,protein,79760
C0699731,YBX2,protein,51087
C0699731,EXOG,protein,9941
C0699731,PIK3C2A,protein,5286
C0699731,INF2,protein,64423
C0699731,PKD1,protein,5310
C0699731,UBE2E1,protein,7324
C0699731,GINS2,protein,51659
C0699731,TAOK2,protein,9344
C0699731,CD38,protein,952
C0699731,SECTM1,protein,6398
C0699731,GIMAP6,protein,474344
C0699731,MAGIX,protein,79917
C0699731,ARHGAP32,protein,9743
C0699731,DECR2,protein,26063
C0699731,ABHD3,protein,171586
C0699731,DRD2,protein,1813
C0699731,PRKAR1A,protein,5573
C0699731,PROX1,protein,5629
C0699731,KEL,protein,3792
C0699731,NCOA2,protein,10499
C0699731,DAB2,protein,1601
C0699731,DSC3,protein,1825
C0699731,POU2AF1,protein,5450
C0699731,CYP4F3,protein,4051
C0699731,NUDT15,protein,55270
C0699731,ENPEP,protein,2028
C0699731,MRPL40,protein,64976
C0699731,PDIA5,protein,10954
C0699731,JPH3,protein,57338
C0699731,MAPK4,protein,5596
C0699731,MICU2,protein,221154
C0699731,KCNA5,protein,3741
C0699731,RBM25,protein,58517
C0699731,SUB1,protein,10923
C0699731,ZNF556,protein,80032
C0699731,CAPZA1,protein,829
C0699731,GSK3A,protein,2931
C0699731,RFX7,protein,64864
C0699731,DOCK6,protein,57572
C0699731,INA,protein,9118
C0699731,GEMIN4,protein,50628
C0699731,UCP3,protein,7352
C0699731,PELI1,protein,57162
C0699731,POFUT2,protein,23275
C0699731,PFN1,protein,5216
C0699731,CEACAM7,protein,1087
C0699731,ELMOD3,protein,84173
C0699731,EIF6,protein,3692
C0699731,TBC1D13,protein,54662
C0699731,EFR3A,protein,23167
C0699731,TAX1BP1,protein,8887
C0699731,MYO1E,protein,4643
C0699731,NKX2-1,protein,7080
C0699731,SRGN,protein,5552
C0699731,RAP1B,protein,5908
C0699731,MYBL1,protein,4603
C0699731,METTL14,protein,57721
C0699731,CHST1,protein,8534
C0699731,DTX4,protein,23220
C0699731,NGDN,protein,25983
C0699731,PHIP,protein,55023
C0699731,SPON1,protein,10418
C0699731,TIA1,protein,7072
C0699731,C12orf29,protein,91298
C0699731,PNRC2,protein,55629
C0699731,ADCY5,protein,111
C0699731,GSTT2,protein,2953
C0699731,ZNF692,protein,55657
C0699731,MOB1A,protein,55233
C0699731,RBPJL,protein,11317
C0699731,ZNF804A,protein,91752
C0699731,LCMT2,protein,9836
C0699731,GOLGA7,protein,51125
C0699731,LMBRD1,protein,55788
C0699731,VAMP7,protein,6845
C0699731,EEF1A1,protein,1915
C0699731,ADAM10,protein,102
C0699731,ADAM9,protein,8754
C0699731,UCP2,protein,7351
C0699731,TBK1,protein,29110
C0699731,PPP1CB,protein,5500
C0699731,OPN3,protein,23596
C0699731,WDR91,protein,29062
C0699731,PTGDR2,protein,11251
C0699731,R3HCC1,protein,203069
C0699731,PDZD7,protein,79955
C0699731,MYL6,protein,4637
C0699731,EVI2A,protein,2123
C0699731,TBP,protein,6908
C0699731,TAF4B,protein,6875
C0699731,PDCD5,protein,9141
C0699731,EHHADH,protein,1962
C0699731,IL17RD,protein,54756
C0699731,POLE,protein,5426
C0699731,DPY19L3,protein,147991
C0699731,BZW1,protein,9689
C0699731,CD248,protein,57124
C0699731,RASA1,protein,5921
C0699731,TAF7,protein,6879
C0699731,EIF2D,protein,1939
C0699731,ADCY2,protein,108
C0699731,SEMA5B,protein,54437
C0699731,LILRB5,protein,10990
C0699731,ASPSCR1,protein,79058
C0699731,TXNRD2,protein,10587
C0699731,COL15A1,protein,1306
C0699731,UBQLN1,protein,29979
C0699731,DCP2,protein,167227
C0699731,FTL,protein,2512
C0699731,ARL6IP5,protein,10550
C0699731,FBXO9,protein,26268
C0699731,NCBP2,protein,22916
C0699731,TMEM60,protein,85025
C0699731,PUM2,protein,23369
C0699731,C8B,protein,732
C0699731,USP47,protein,55031
C0699731,SLC12A8,protein,84561
C0699731,RIN1,protein,9610
C0699731,TMED7,protein,51014
C0699731,GLP1R,protein,2740
C0699731,PSMB2,protein,5690
C0086132,LRRK2,protein,120892
C0086132,FASN,protein,2194
C0086132,VDR,protein,7421
C0086132,SULT1A1,protein,6817
C0086132,CYP1A1,protein,1543
C0086132,CYP1B1,protein,1545
C0086132,SLC5A7,protein,60482
C0086132,TIMP1,protein,7076
C0086132,SYNJ2,protein,8871
C0086132,AVP,protein,551
C0086132,SERPINE1,protein,5054
C0086132,FMR1,protein,2332
C0086132,AP2B1,protein,163
C0086132,MAPK14,protein,1432
C0086132,NCKAP5,protein,344148
C0086132,CYP3A4,protein,1576
C0086132,MMP9,protein,4318
C0086132,IFNA1,protein,3439
C0086132,TGFB1,protein,7040
C0086132,ACE,protein,1636
C0086132,CYP19A1,protein,1588
C0086132,TXNRD2,protein,10587
C0086132,R3HDML,protein,140902
C0086132,ABCC9,protein,10060
C0086132,IFNAR1,protein,3454
C0086132,SYNDIG1,protein,79953
C0086132,IL10,protein,3586
C0086132,DAO,protein,1610
C0020505,MEN1,protein,4221
C0020505,NDN,protein,4692
C0020505,POMC,protein,5443
C0020505,BSCL2,protein,26580
C0020505,MC4R,protein,4160
C0020505,PSEN1,protein,5663
C0020505,HERC2,protein,8924
C0020505,SIM1,protein,6492
C0020505,LEPR,protein,3953
C0020505,SLC3A1,protein,6519
C0020505,SLC5A2,protein,6524
C0020505,LEP,protein,3952
C0020505,PCSK1,protein,5122
C0020505,GRN,protein,2896
C0020505,GNAS,protein,2778
C0020505,AGPAT2,protein,10555
C0020505,AKR1C2,protein,1646
C0020505,MAPT,protein,4137
C0020505,MKRN3,protein,7681
C0020505,PREPL,protein,9581
C0020505,MAGEL2,protein,54551
C0020505,SH2B1,protein,25970
C0020505,SNRPN,protein,6638
C0020505,NTRK2,protein,4915
C0013491,P2RX1,protein,5023
C0013491,WAS,protein,7454
C0013491,KRT14,protein,3861
C0013491,PRKACA,protein,5566
C0013491,ATP7B,protein,540
C0013491,LYST,protein,1130
C0013491,WIPF1,protein,7456
C0013491,PDE11A,protein,50940
C0013491,RUNX1,protein,861
C0013491,TBXAS1,protein,6916
C0013491,SERPINF2,protein,5345
C0013491,F13A1,protein,2162
C0013491,C1R,protein,715
C0013491,F2,protein,2147
C0013491,COL1A2,protein,1278
C0013491,FANCD2,protein,2177
C0013491,TGFB2,protein,7042
C0013491,PLOD3,protein,8985
C0013491,ITGA2,protein,3673
C0013491,ADAMTS2,protein,9509
C0013491,TNXB,protein,7148
C0013491,F13B,protein,2165
C0013491,TET2,protein,54790
C0013491,ENPP1,protein,5167
C0013491,NBEAL2,protein,23218
C0013491,ANKRD26,protein,22852
C0013491,GATA1,protein,2623
C0013491,MYH9,protein,4627
C0013491,SMAD3,protein,4088
C0013491,COL5A2,protein,1290
C0013491,KRT5,protein,3852
C0013491,USP8,protein,9101
C0013491,HPS1,protein,3257
C0013491,FANCA,protein,2175
C0013491,MPL,protein,4352
C0013491,RIN2,protein,54453
C0013491,HPS5,protein,11234
C0013491,PRKAR1A,protein,5573
C0013491,COL1A1,protein,1277
C0013491,PRDM5,protein,11107
C0013491,FANCC,protein,2176
C0013491,VWF,protein,7450
C0013491,ABCC6,protein,368
C0013491,PLOD1,protein,5351
C0013491,ATRX,protein,546
C0013491,F8,protein,2157
C0013491,ITGB3,protein,3690
C0013491,GP1BA,protein,2811
C0013491,PLAU,protein,5328
C0013491,PLEC,protein,5339
C0013491,GNAS,protein,2778
C0013491,SCARB2,protein,950
C0013491,ETV6,protein,2120
C0013491,ATP7A,protein,538
C0013491,GBA,protein,2629
C0013491,F5,protein,2153
C0013491,ITGA2B,protein,3674
C0013491,GFI1B,protein,8328
C0013491,GP6,protein,51206
C0013491,AIP,protein,9049
C0013491,JAK2,protein,3717
C0013491,HBA1,protein,3039
C0013491,HBA2,protein,3040
C0013491,GGCX,protein,2677
C0013491,FANCE,protein,2178
C0013491,COL5A1,protein,1289
C0013491,COL3A1,protein,1281
C0023012,L1CAM,protein,3897
C0023012,DPYD,protein,1806
C0023012,SOBP,protein,55084
C0023012,SPARC,protein,6678
C0023012,CHKB,protein,1120
C0023012,FLII,protein,2314
C0023012,OPHN1,protein,4983
C0023012,GATM,protein,2628
C0023012,SDCCAG8,protein,10806
C0023012,MTPAP,protein,55149
C0023012,HUWE1,protein,10075
C0023012,GRIN2A,protein,2903
C0023012,TH,protein,7054
C0023012,FOXP1,protein,27086
C0023012,AIFM1,protein,9131
C0023012,TPP1,protein,1200
C0023012,RPS6KA3,protein,6197
C0023012,ZMYND11,protein,10771
C0023012,AFF2,protein,2334
C0023012,KCNJ10,protein,3766
C0023012,LEMD3,protein,23592
C0023012,AUH,protein,549
C0023012,PLP1,protein,5354
C0023012,TBX4,protein,9496
C0023012,FTSJ1,protein,24140
C0023012,MAGEL2,protein,54551
C0023012,SNRPN,protein,6638
C0023012,KAT6B,protein,23522
C0023012,AGA,protein,175
C0023012,TINF2,protein,26277
C0023012,IQSEC2,protein,23096
C0023012,EFTUD2,protein,9343
C0023012,ADSL,protein,158
C0023012,MAPRE2,protein,10982
C0023012,UBE3A,protein,7337
C0023012,VLDLR,protein,7436
C0023012,KDM5C,protein,8242
C0023012,MEIS2,protein,4212
C0023012,TBX1,protein,6899
C0023012,RAI1,protein,10743
C0023012,GAMT,protein,2593
C0023012,PLA2G6,protein,8398
C0023012,PEX1,protein,5189
C0023012,SOX5,protein,6660
C0023012,SF3B4,protein,10262
C0023012,CP,protein,1356
C0023012,SLC17A5,protein,26503
C0023012,FGFR1,protein,2260
C0023012,LRPPRC,protein,10128
C0023012,SATB2,protein,23314
C0023012,THRB,protein,7068
C0023012,BBS4,protein,585
C0023012,DPYS,protein,1807
C0023012,MYT1L,protein,23040
C0023012,MKKS,protein,8195
C0023012,CLN8,protein,2055
C0023012,PTEN,protein,5728
C0023012,ALDH5A1,protein,7915
C0023012,CBL,protein,867
C0023012,KMT2A,protein,4297
C0023012,PAK3,protein,5063
C0023012,NDN,protein,4692
C0023012,DLG3,protein,1741
C0023012,ASPA,protein,443
C0023012,PMPCA,protein,23203
C0023012,XRCC4,protein,7518
C0023012,BSCL2,protein,26580
C0023012,MEF2C,protein,4208
C0023012,HMGA2,protein,8091
C0023012,SIM1,protein,6492
C0023012,IFT172,protein,26160
C0023012,RNF125,protein,54941
C0023012,NF1,protein,4763
C0023012,SLC6A8,protein,6535
C0023012,NSUN2,protein,54888
C0023012,PGK1,protein,5230
C0023012,PRKAR1A,protein,5573
C0023012,FKTN,protein,2218
C0023012,GALE,protein,2582
C0023012,HSD17B10,protein,3028
C0023012,ALDH7A1,protein,501
C0023012,MECP2,protein,4204
C0023012,EZH2,protein,2146
C0023012,NSDHL,protein,50814
C0023012,ATP6AP2,protein,10159
C0023012,EP300,protein,2033
C0023012,IGF1R,protein,3480
C0023012,MKRN3,protein,7681
C0023012,SH2B1,protein,25970
C0023012,NIPBL,protein,25836
C0023012,ADK,protein,132
C0023012,PIK3R1,protein,5295
C0023012,AP4B1,protein,10717
C0023012,DAG1,protein,1605
