Symptom,Symbol,Category_cl,EntrezID
C0152200,PDE6H,protein,5149
C0152200,CNNM4,protein,26504
C0152200,GNAZ,protein,2781
C0152200,TEX28,protein,1527
C0152200,PDE6C,protein,5146
C0152200,DIO3,protein,1735
C0152200,OPN1SW,protein,611
C0152200,OPN1LW,protein,5956
C0152200,NRL,protein,4901
C0152200,MFRP,protein,83552
C0152200,RPE65,protein,6121
C0152200,BACE1,protein,23621
C0152200,NR2E3,protein,10002
C0152200,RPGR,protein,6103
C0231528,RREB1,protein,6239
C0231528,POLG2,protein,11232
C0231528,HIRA,protein,7290
C0231528,RBCK1,protein,10616
C0231528,IL12A,protein,3592
C0231528,TBX1,protein,6899
C0231528,GP1BB,protein,2812
C0231528,CPT2,protein,1376
C0231528,CAV3,protein,859
C0231528,MYOT,protein,9499
C0231528,CTNNB1,protein,1499
C0231528,TLR4,protein,7099
C0231528,SLC25A4,protein,291
C0231528,FMR1,protein,2332
C0231528,TNXB,protein,7148
C0231528,CNBP,protein,7555
C0231528,ENO3,protein,2027
C0231528,CASQ1,protein,844
C0231528,GLA,protein,2717
C0231528,CCR1,protein,1230
C0231528,KLRC4,protein,8302
C0231528,MEFV,protein,4210
C0231528,COMT,protein,1312
C0231528,LDHA,protein,3939
C0231528,LMNA,protein,4000
C0231528,PRDM5,protein,11107
C0231528,HMBS,protein,3145
C0231528,MYH7,protein,4625
C0231528,C4A,protein,720
C0231528,DOLK,protein,22845
C0231528,ERAP1,protein,51752
C0231528,LBR,protein,3930
C0231528,FAS,protein,355
C0231528,SCN9A,protein,6335
C0231528,HADHB,protein,3032
C0231528,SEC24C,protein,9632
C0231528,STAT4,protein,6775
C0231528,PDGFRA,protein,5156
C0231528,HADHA,protein,3030
C0231528,APC,protein,324
C0231528,MVK,protein,4598
C0231528,CPOX,protein,1371
C0231528,TNFRSF1A,protein,7132
C0231528,ARVCF,protein,421
C0231528,HLA-B,protein,3106
C0231528,IL10,protein,3586
C0231528,DNA2,protein,1763
C0231528,MLX,protein,6945
C0231528,DMD,protein,1756
C0231528,LPIN1,protein,23175
C0231528,IL12B,protein,3593
C0231528,SCN4A,protein,6329
C0231528,LPIN2,protein,9663
C0746674,MEN1,protein,4221
C0746674,PFN1,protein,5216
C0746674,PON3,protein,5446
C0746674,NEFH,protein,4744
C0746674,TARDBP,protein,23435
C0746674,EPHA4,protein,2043
C0746674,FUS,protein,2521
C0746674,VCP,protein,7415
C0746674,ATXN2,protein,6311
C0746674,TPM3,protein,7170
C0746674,POMGNT1,protein,55624
C0746674,FGF23,protein,8074
C0746674,MATR3,protein,9782
C0746674,CCND1,protein,595
C0746674,CHMP2B,protein,25978
C0746674,DSE,protein,29940
C0746674,CHRND,protein,1144
C0746674,HNRNPA1,protein,3178
C0746674,PLA2G6,protein,8398
C0746674,SOD1,protein,6647
C0746674,TREM2,protein,54209
C0746674,PON2,protein,5445
C0746674,SLC25A4,protein,291
C0746674,TBK1,protein,29110
C0746674,UNC13A,protein,23025
C0746674,AIFM1,protein,9131
C0746674,TTN,protein,7273
C0746674,ACTA1,protein,58
C0746674,COLQ,protein,8292
C0746674,POLG,protein,5428
C0746674,UBQLN2,protein,29978
C0746674,VAPB,protein,9217
C0746674,SQSTM1,protein,8878
C0746674,MYH2,protein,4620
C0746674,ANG,protein,283
C0746674,PON1,protein,5444
C0746674,CHRNA1,protein,1134
C0746674,PRPH,protein,5630
C0746674,NEB,protein,4703
C0746674,MYH7,protein,4625
C0746674,PPARGC1A,protein,10891
C0746674,ERBB4,protein,2066
C0746674,PLEC,protein,5339
C0746674,FIG4,protein,9896
C0746674,MTM1,protein,4534
C0746674,HADHB,protein,3032
C0746674,HADHA,protein,3030
C0746674,POMT2,protein,29954
C0746674,KCNJ1,protein,3758
C0746674,SLC12A3,protein,6559
C0746674,TPM2,protein,7169
C0746674,SLC12A1,protein,6557
C0746674,OPTN,protein,10133
C0746674,DCTN1,protein,1639
C0746674,DAO,protein,1610
C0746674,RYR1,protein,6261
C0240735,ATP7B,protein,540
C0240735,VCP,protein,7415
C0240735,HTT,protein,3064
C0240735,PRNP,protein,5621
C0240735,CHMP2B,protein,25978
C0240735,PSEN1,protein,5663
C0240735,TBX18,protein,9096
C0240735,PLA2G6,protein,8398
C0240735,TREM2,protein,54209
C0240735,TBK1,protein,29110
C0240735,EIF2B3,protein,8891
C0240735,TYROBP,protein,7305
C0240735,SQSTM1,protein,8878
C0240735,NR4A2,protein,4929
C0240735,EIF2B4,protein,8890
C0240735,GRN,protein,2896
C0240735,EIF2B2,protein,8892
C0240735,VPS13A,protein,23230
C0240735,SNCAIP,protein,9627
C0240735,EIF2B5,protein,8893
C0240735,MAPT,protein,4137
C0240735,LMNB1,protein,4001
C0240735,EIF2B1,protein,1967
C3668816,OXT,protein,5020
C3668816,LBP,protein,3929
C3668816,CSF2,protein,1437
C3668816,TLR2,protein,7097
C3668816,IL6,protein,3569
C3668816,ALB,protein,213
C3668816,CP,protein,1356
C3668816,CCL5,protein,6352
C3668816,LTF,protein,4057
C3668816,CXCL6,protein,6372
C3668816,LALBA,protein,3906
C3668816,ICAM1,protein,3383
C3668816,SLPI,protein,6590
C3668816,CSN2,protein,1447
C3668816,NOD2,protein,64127
C3668816,HP,protein,3240
C3668816,CXCL8,protein,3576
C3668816,STAT5A,protein,6776
C3668816,IL17A,protein,3605
C3668816,CSN3,protein,1448
C0002418,SOBP,protein,55084
C0002418,LYST,protein,1130
C0002418,TBX1,protein,6899
C0002418,B3GAT3,protein,26229
C0002418,PAX6,protein,5080
C0002418,COL11A1,protein,1301
C0002418,TUBB3,protein,10381
C0002418,CACNA1F,protein,778
C0002418,PHOX2A,protein,401
C0002418,PIGN,protein,23556
C0002418,DPP6,protein,1804
C0002418,PRSS56,protein,646960
C0002418,CRYGC,protein,1420
C0002418,COL9A2,protein,1298
C0002418,CHST3,protein,9469
C0002418,GALC,protein,2581
C0002418,COL9A3,protein,1299
C0002418,TSEN54,protein,283989
C0002418,GRIN1,protein,2902
C0002418,CHN1,protein,1123
C0002418,CRYAA,protein,1409
C0002418,COL9A1,protein,1297
C0002418,GPR143,protein,4935
C0002418,SCN8A,protein,6334
C0002418,OCRL,protein,4952
C0002418,TFAP2A,protein,7020
C0002418,CBS,protein,875
C0002418,PTEN,protein,5728
C0002418,MFRP,protein,83552
C0002418,OPTN,protein,10133
C0002418,SIRPA,protein,140885
C0002418,MAFB,protein,9935
C0009398,ATF6,protein,22926
C0009398,MFN2,protein,9927
C0009398,F9,protein,2158
C0009398,RLBP1,protein,6017
C0009398,AIPL1,protein,23746
C0009398,CNGA3,protein,1261
C0009398,GOLGB1,protein,2804
C0009398,TULP1,protein,7287
C0009398,CACNA1F,protein,778
C0009398,G6PD,protein,2539
C0009398,ADAM9,protein,8754
C0009398,GNAT2,protein,2780
C0009398,PDE6H,protein,5149
C0009398,CNNM4,protein,26504
C0009398,RAB11FIP1,protein,80223
C0009398,PRPH2,protein,5961
C0009398,PDE6C,protein,5146
C0009398,ELOVL4,protein,6785
C0009398,GUCA1A,protein,2978
C0009398,NR2E3,protein,10002
C0009398,TTLL5,protein,23093
C0009398,RAB28,protein,9364
C0009398,OPA1,protein,4976
C0009398,OPN1SW,protein,611
C0009398,RIMS1,protein,22999
C0009398,OPN1LW,protein,5956
C0009398,PCYT1A,protein,5130
C0009398,BEST1,protein,7439
C0009398,ABCA4,protein,24
C0009398,OFD1,protein,8481
C0009398,PROM1,protein,8842
C0009398,PCBP4,protein,57060
C0009398,MFRP,protein,83552
C0009398,GUCY2D,protein,3000
C0009398,RPGR,protein,6103
C0009398,UNC119,protein,9094
C0009398,CRX,protein,1406
C0700078,ARSA,protein,410
C0700078,FLII,protein,2314
C0700078,NDUFAF1,protein,51103
C0700078,CACNA1S,protein,779
C0700078,NDUFS3,protein,4722
C0700078,MTPAP,protein,55149
C0700078,CHMP2B,protein,25978
C0700078,FHL1,protein,2273
C0700078,NDUFV1,protein,4723
C0700078,SUCLA2,protein,8803
C0700078,ACO2,protein,50
C0700078,SOX10,protein,6663
C0700078,LRP4,protein,4038
C0700078,BAG3,protein,9531
C0700078,PHYH,protein,5264
C0700078,ELOVL4,protein,6785
C0700078,MRE11,protein,4361
C0700078,NDUFV2,protein,4729
C0700078,MPZ,protein,4359
C0700078,SZT2,protein,23334
C0700078,ERCC6,protein,2074
C0700078,TUBA8,protein,51807
C0700078,NDUFB3,protein,4709
C0700078,VPS13A,protein,23230
C0700078,DNM2,protein,1785
C0700078,NDUFB9,protein,4715
C0700078,HSPB8,protein,26353
C0700078,TGFB3,protein,7043
C0700078,PEX12,protein,5193
C0700078,IARS2,protein,55699
C0700078,GDAP1,protein,54332
C0700078,NDUFA1,protein,4694
C0700078,HSPB1,protein,3315
C0700078,RUBCN,protein,9711
C0700078,RAI1,protein,10743
C0700078,EGR2,protein,1959
C0700078,PEX2,protein,5828
C0700078,TSPYL1,protein,7259
C0700078,HSPG2,protein,3339
C0700078,PEX1,protein,5189
C0700078,FMR1,protein,2332
C0700078,NAGLU,protein,4669
C0700078,GJB1,protein,2705
C0700078,NDUFAF4,protein,29078
C0700078,TPI1,protein,7167
C0700078,DNMT1,protein,1786
C0700078,GABRA3,protein,2556
C0700078,NDUFAF3,protein,25915
C0700078,IGHMBP2,protein,3508
C0700078,PMM2,protein,5373
C0700078,SQSTM1,protein,8878
C0700078,DYNC1H1,protein,1778
C0700078,CLCNKA,protein,1187
C0700078,PEX5,protein,5830
C0700078,BSND,protein,7809
C0700078,MPV17,protein,4358
C0700078,NEB,protein,4703
C0700078,SMPD1,protein,6609
C0700078,DARS2,protein,55157
C0700078,PMP22,protein,5376
C0700078,FIG4,protein,9896
C0700078,ATP7A,protein,538
C0700078,SCN9A,protein,6335
C0700078,DCAF8,protein,50717
C0700078,KIF1B,protein,23095
C0700078,KIF1A,protein,547
C0700078,ALDH5A1,protein,7915
C0700078,NDUFS2,protein,4720
C0700078,MFN2,protein,9927
C0700078,FUS,protein,2521
C0700078,NEFL,protein,4747
C0700078,COX6A1,protein,1337
C0700078,APTX,protein,54840
C0700078,PIGN,protein,23556
C0700078,ACTA1,protein,58
C0700078,POLG,protein,5428
C0700078,VAPB,protein,9217
C0700078,FKTN,protein,2218
C0700078,NDUFS1,protein,4719
C0700078,PNPLA6,protein,10908
C0700078,FBN1,protein,2200
C0700078,NDUFS4,protein,4724
C0700078,TTR,protein,7276
C0700078,RAB7A,protein,7879
C0700078,SPTLC1,protein,10558
C0700078,WWOX,protein,51741
C0700078,RMND1,protein,55005
C0700078,LPIN1,protein,23175
C0700078,DMD,protein,1756
C0700078,XPA,protein,7507
C0700078,FLNC,protein,2318
C0700078,LITAF,protein,9516
C0700078,LYST,protein,1130
C0700078,ATXN2,protein,6311
C0700078,PEX7,protein,5191
C0700078,ABCA1,protein,19
C0700078,ABHD12,protein,26090
C0700078,MYOT,protein,9499
C0700078,SYNJ1,protein,8867
C0700078,PIK3R5,protein,23533
C0700078,NDRG1,protein,10397
C0700078,SIGMAR1,protein,10280
C0700078,TBK1,protein,29110
C0700078,KIAA0586,protein,9786
C0700078,PSAP,protein,5660
C0700078,BICD2,protein,23299
C0700078,SMN1,protein,6606
C0700078,AR,protein,367
C0700078,LMNA,protein,4000
C0700078,KCND3,protein,3752
C0700078,ERCC2,protein,2068
C0700078,HK1,protein,3098
C0700078,TRIM32,protein,22954
C0700078,NDUFS6,protein,4726
C0700078,DNAJC6,protein,9829
C0700078,FOXRED1,protein,55572
C0700078,POMT2,protein,29954
C0700078,TPM2,protein,7169
C0270948,NEFH,protein,4744
C0270948,PON3,protein,5446
C0270948,NDUFAF1,protein,51103
C0270948,NDUFS3,protein,4722
C0270948,PIP5K1C,protein,23396
C0270948,DMPK,protein,1760
C0270948,MATR3,protein,9782
C0270948,CA8,protein,767
C0270948,SMCHD1,protein,23347
C0270948,CHMP2B,protein,25978
C0270948,DHH,protein,50846
C0270948,SOD1,protein,6647
C0270948,TREM2,protein,54209
C0270948,FHL1,protein,2273
C0270948,NDUFV1,protein,4723
C0270948,SUCLA2,protein,8803
C0270948,AIFM1,protein,9131
C0270948,ATP8,protein,4509
C0270948,SUCLG1,protein,8802
C0270948,PHYH,protein,5264
C0270948,INSR,protein,3643
C0270948,NEU1,protein,4758
C0270948,ATP8A2,protein,51761
C0270948,TGFB1,protein,7040
C0270948,NDUFV2,protein,4729
C0270948,NDUFB3,protein,4709
C0270948,PLEC,protein,5339
C0270948,PLP1,protein,5354
C0270948,VPS13A,protein,23230
C0270948,RRM2B,protein,50484
C0270948,GFPT1,protein,2673
C0270948,NDUFB9,protein,4715
C0270948,FKBP14,protein,55033
C0270948,SLC12A6,protein,9990
C0270948,DCTN1,protein,1639
C0270948,ADSL,protein,158
C0270948,NDUFA1,protein,4694
C0270948,VLDLR,protein,7436
C0270948,ALDH18A1,protein,5832
C0270948,PFKM,protein,5213
C0270948,NDE1,protein,54820
C0270948,ATM,protein,472
C0270948,FRG1,protein,2483
C0270948,PHKA1,protein,5255
C0270948,HSPG2,protein,3339
C0270948,HNRNPA2B1,protein,3181
C0270948,NDUFAF4,protein,29078
C0270948,PNKP,protein,11284
C0270948,TPI1,protein,7167
C0270948,NDUFAF3,protein,25915
C0270948,SQSTM1,protein,8878
C0270948,PRPH,protein,5630
C0270948,DARS2,protein,55157
C0270948,ERBB4,protein,2066
C0270948,HEXB,protein,3074
C0270948,FIG4,protein,9896
C0270948,MTM1,protein,4534
C0270948,SCN9A,protein,6335
C0270948,COL6A2,protein,1292
C0270948,KIF1A,protein,547
C0270948,ITGA7,protein,3679
C0270948,ANG,protein,283
C0270948,ERLIN2,protein,11160
C0270948,RYR1,protein,6261
C0270948,NDUFS2,protein,4720
C0270948,PRKACA,protein,5566
C0270948,FUS,protein,2521
C0270948,VCP,protein,7415
C0270948,ENTPD1,protein,953
C0270948,HSPB3,protein,8988
C0270948,PDE11A,protein,50940
C0270948,TTC19,protein,54902
C0270948,FLVCR1,protein,28982
C0270948,PIK3R2,protein,5296
C0270948,PYCR2,protein,29920
C0270948,GLE1,protein,2733
C0270948,PON2,protein,5445
C0270948,TNXB,protein,7148
C0270948,UNC13A,protein,23025
C0270948,AFG3L2,protein,10939
C0270948,CD59,protein,966
C0270948,SLC33A1,protein,9197
C0270948,BMP1,protein,649
C0270948,POLG,protein,5428
C0270948,UBQLN2,protein,29978
C0270948,VAPB,protein,9217
C0270948,SLC7A7,protein,9056
C0270948,FKTN,protein,2218
C0270948,PRKAR1A,protein,5573
C0270948,NDUFS1,protein,4719
C0270948,PON1,protein,5444
C0270948,GLB1,protein,2720
C0270948,NDUFS4,protein,4724
C0270948,PPARGC1A,protein,10891
C0270948,FBXL4,protein,26235
C0270948,COL2A1,protein,1280
C0270948,EXOSC3,protein,51010
C0270948,MECP2,protein,4204
C0270948,GNAS,protein,2778
C0270948,SPTLC1,protein,10558
C0270948,HINT1,protein,3094
C0270948,ADK,protein,132
C0270948,PFN1,protein,5216
C0270948,TARDBP,protein,23435
C0270948,GYG1,protein,2992
C0270948,EPHA4,protein,2043
C0270948,ATXN2,protein,6311
C0270948,PEX7,protein,5191
C0270948,B4GALT7,protein,11285
C0270948,MYOT,protein,9499
C0270948,SLC9A6,protein,10479
C0270948,HNRNPA1,protein,3178
C0270948,DHTKD1,protein,55526
C0270948,TBK1,protein,29110
C0270948,FLNA,protein,2316
C0270948,SGCG,protein,6445
C0270948,CTNS,protein,1497
C0270948,AR,protein,367
C0270948,LMNA,protein,4000
C0270948,CPT1A,protein,1374
C0270948,OGDH,protein,4967
C0270948,CHRNE,protein,1145
C0270948,WRN,protein,7486
C0270948,NDUFS6,protein,4726
C0270948,SLC16A2,protein,6567
C0270948,PSMB8,protein,5696
C0270948,FOXRED1,protein,55572
C0270948,RBM28,protein,55131
C0270948,TPM2,protein,7169
C0270948,AIP,protein,9049
C0270948,ERBB3,protein,2065
C0270948,CHRNB1,protein,1140
C0270948,OPTN,protein,10133
C0270948,GBE1,protein,2632
C0270948,DAO,protein,1610
C0035078,NPHP1,protein,4867
C0035078,VPS39,protein,23339
C0035078,LMX1B,protein,4010
C0035078,TSC1,protein,7248
C0035078,VDR,protein,7421
C0035078,CST3,protein,1471
C0035078,C3,protein,718
C0035078,LCN2,protein,3934
C0035078,REN,protein,5972
C0035078,NPHS2,protein,7827
C0035078,TF,protein,7018
C0035078,PKD1L3,protein,342372
C0035078,VIPAS39,protein,63894
C0035078,FGF23,protein,8074
C0035078,UBD,protein,10537
C0035078,ACTN4,protein,81
C0035078,DZIP1L,protein,199221
C0035078,TGFBRAP1,protein,9392
C0035078,EDN1,protein,1906
C0035078,NR3C2,protein,4306
C0035078,VPS16,protein,64601
C0035078,PKD1P1,protein,339044
C0035078,MIR141,protein,406933
C0035078,AGER,protein,177
C0035078,NPHS1,protein,4868
C0035078,WT1,protein,7490
C0035078,AQP2,protein,359
C0035078,ALB,protein,213
C0035078,MGP,protein,4256
C0035078,PKD1L2,protein,114780
C0035078,AMBP,protein,259
C0035078,INS,protein,3630
C0035078,PKD1,protein,5310
C0035078,NAGLU,protein,4669
C0035078,NEAT1,protein,283131
C0035078,PKDREJ,protein,10343
C0035078,B2M,protein,567
C0035078,MYH9,protein,4627
C0035078,IFT88,protein,8100
C0035078,PAX2,protein,5076
C0035078,NBEAL2,protein,23218
C0035078,LPA,protein,4018
C0035078,AGT,protein,183
C0035078,PKD2L1,protein,9033
C0035078,GLA,protein,2717
C0035078,EPO,protein,2056
C0035078,UMOD,protein,7369
C0035078,TGFB1,protein,7040
C0035078,CRP,protein,1401
C0035078,PTH,protein,5741
C0035078,CRB2,protein,286204
C0035078,ACE,protein,1636
C0035078,NPPB,protein,4879
C0035078,CASR,protein,846
C0035078,VPS33B,protein,26276
C0035078,NPPA,protein,4878
C0035078,CD79A,protein,973
C0035078,MUC1,protein,4582
C0035078,PKD1L1,protein,168507
C0035078,AGTR1,protein,185
C0035078,RBP4,protein,5950
C0035078,HNF1B,protein,6928
C0035078,COL4A3,protein,1285
C0035078,CD2AP,protein,23607
C0035078,PKD2,protein,5311
C0035078,VPS33A,protein,65082
C0035078,PKD2L2,protein,27039
C0035078,CEP290,protein,80184
C0035078,COL4A5,protein,1287
C0035078,COL4A4,protein,1286
C0035078,TMEM67,protein,91147
C0035078,CCL2,protein,6347
C0035078,APOE,protein,348
C0035078,PKHD1,protein,5314
C0035078,TNFRSF11B,protein,4982
C1963154,NPHP1,protein,4867
C1963154,CCL2,protein,6347
C1963154,LMX1B,protein,4010
C1963154,VDR,protein,7421
C1963154,PKD1L3,protein,342372
C1963154,C3,protein,718
C1963154,LCN2,protein,3934
C1963154,REN,protein,5972
C1963154,EDN1,protein,1906
C1963154,TF,protein,7018
C1963154,COL4A3,protein,1285
C1963154,FGF23,protein,8074
C1963154,UBD,protein,10537
C1963154,ACTN4,protein,81
C1963154,DZIP1L,protein,199221
C1963154,NPHS2,protein,7827
C1963154,APOE,protein,348
C1963154,NR3C2,protein,4306
C1963154,PKD1P1,protein,339044
C1963154,MIR141,protein,406933
C1963154,NPHS1,protein,4868
C1963154,AGER,protein,177
C1963154,WT1,protein,7490
C1963154,AQP2,protein,359
C1963154,ALB,protein,213
C1963154,MGP,protein,4256
C1963154,PKD1L2,protein,114780
C1963154,AMBP,protein,259
C1963154,INS,protein,3630
C1963154,PKD1,protein,5310
C1963154,NAGLU,protein,4669
C1963154,PKDREJ,protein,10343
C1963154,NEAT1,protein,283131
C1963154,B2M,protein,567
C1963154,MYH9,protein,4627
C1963154,IFT88,protein,8100
C1963154,PAX2,protein,5076
C1963154,LPA,protein,4018
C1963154,AGT,protein,183
C1963154,GLA,protein,2717
C1963154,PKD2L1,protein,9033
C1963154,EPO,protein,2056
C1963154,UMOD,protein,7369
C1963154,TGFB1,protein,7040
C1963154,CRP,protein,1401
C1963154,PTH,protein,5741
C1963154,CRB2,protein,286204
C1963154,ACE,protein,1636
C1963154,NPPB,protein,4879
C1963154,MUC1,protein,4582
C1963154,CD79A,protein,973
C1963154,PKD1L1,protein,168507
C1963154,NPPA,protein,4878
C1963154,RBP4,protein,5950
C1963154,AGTR1,protein,185
C1963154,HNF1B,protein,6928
C1963154,PKD2,protein,5311
C1963154,PKD2L2,protein,27039
C1963154,CEP290,protein,80184
C1963154,PKHD1,protein,5314
C1963154,COL4A5,protein,1287
C1963154,COL4A4,protein,1286
C1963154,TMEM67,protein,91147
C1963154,CD2AP,protein,23607
C1963154,CASR,protein,846
C1963154,CST3,protein,1471
C1963154,TNFRSF11B,protein,4982
C0019825,KRT17,protein,3872
C0019825,ECM1,protein,1893
C0019825,IQSEC2,protein,23096
C0019825,FLII,protein,2314
C0019825,BAZ1B,protein,9031
C0019825,RAI1,protein,10743
C0019825,LAMA3,protein,3909
C0019825,MATR3,protein,9782
C0019825,RFC2,protein,5982
C0019825,EDA,protein,1896
C0019825,SLC19A2,protein,10560
C0019825,ELN,protein,2006
C0019825,LIMK1,protein,3984
C0019825,HRAS,protein,3265
C0019825,FLNA,protein,2316
C0019825,TBL2,protein,26608
C0019825,GTF2IRD1,protein,9569
C0019825,SLC26A2,protein,1836
C0019825,FBN1,protein,2200
C0019825,LEMD3,protein,23592
C0019825,LAMC2,protein,3918
C0019825,IDS,protein,3423
C0019825,EZH2,protein,2146
C0019825,CLIP2,protein,7461
C0019825,LAMB3,protein,3914
C0019825,MLXIPL,protein,51085
C0019825,TRH,protein,7200
C0019825,AIP,protein,9049
C0019825,LIFR,protein,3977
C0019825,GTF2I,protein,2969
C0019825,AGA,protein,175
C0456909,NDUFAF1,protein,51103
C0456909,PLG,protein,5340
C0456909,NDUFS3,protein,4722
C0456909,POMGNT1,protein,55624
C0456909,RP1,protein,6101
C0456909,TUB,protein,7275
C0456909,PQBP1,protein,10084
C0456909,BBS2,protein,583
C0456909,RHO,protein,6010
C0456909,NDUFV1,protein,4723
C0456909,RP2,protein,6102
C0456909,USH2A,protein,7399
C0456909,PRPF8,protein,10594
C0456909,TOPORS,protein,10210
C0456909,MAK,protein,4117
C0456909,RAB11FIP1,protein,80223
C0456909,GALC,protein,2581
C0456909,NEK2,protein,4751
C0456909,PDE6A,protein,5145
C0456909,SAG,protein,6295
C0456909,NDUFV2,protein,4729
C0456909,ARL2BP,protein,23568
C0456909,NDP,protein,4693
C0456909,CNGA1,protein,1259
C0456909,PDE6B,protein,5158
C0456909,TMEM138,protein,51524
C0456909,NDUFB3,protein,4709
C0456909,IFT140,protein,9742
C0456909,NDUFB9,protein,4715
C0456909,OAT,protein,4942
C0456909,LARGE1,protein,9215
C0456909,ALMS1,protein,7840
C0456909,CRX,protein,1406
C0456909,NDUFA1,protein,4694
C0456909,POMT1,protein,10585
C0456909,PROS1,protein,5627
C0456909,TULP1,protein,7287
C0456909,RGR,protein,5995
C0456909,ZNF423,protein,23090
C0456909,NDUFAF4,protein,29078
C0456909,NDUFAF3,protein,25915
C0456909,LAMB2,protein,3913
C0456909,ROM1,protein,6094
C0456909,BCOR,protein,54880
C0456909,ATP1A3,protein,478
