SID,Symbol,Category_cl,EntrezID
S112,PSTPIP1,protein,9051
S112,PRKCD,protein,5580
S112,CD247,protein,919
S112,HLA-DPB1,protein,3115
S112,CAV1,protein,857
S112,EPOR,protein,2057
S112,ERCC3,protein,2071
S112,SLC26A2,protein,1836
S112,SFRP4,protein,6424
S112,CCR1,protein,1230
S112,TGFB1,protein,7040
S112,PDGFRA,protein,5156
S112,CTNNB1,protein,1499
S112,SCN9A,protein,6335
S112,SLC25A4,protein,291
S112,HADHA,protein,3030
S112,SEC24C,protein,9632
S112,RBCK1,protein,10616
S112,LDHA,protein,3939
S112,CAV3,protein,859
S112,IL12B,protein,3593
S112,CPOX,protein,1371
S112,LBR,protein,3930
S112,RREB1,protein,6239
S112,MYH7,protein,4625
S112,DMD,protein,1756
S112,LMNA,protein,4000
S112,GP1BB,protein,2812
S112,POLG2,protein,11232
S112,DNA2,protein,1763
S112,PRDM5,protein,11107
S112,HMBS,protein,3145
S112,MLX,protein,6945
S112,FMR1,protein,2332
S112,ARVCF,protein,421
S112,APC,protein,324
S112,MYOT,protein,9499
S112,SCN4A,protein,6329
S112,LPIN1,protein,23175
S112,CPT2,protein,1376
S112,COMT,protein,1312
S112,CASQ1,protein,844
S112,HADHB,protein,3032
S112,HIRA,protein,7290
S112,CNBP,protein,7555
S112,ENO3,protein,2027
S112,TBX1,protein,6899
S112,DOLK,protein,22845
S112,ADA2,protein,51816
S112,TNFSF11,protein,8600
S112,DKK1,protein,22943
S112,CLCN5,protein,1184
S112,NME1,protein,4830
S112,GNAS,protein,2778
S112,DMP1,protein,1758
S112,EXT1,protein,2131
S112,CYP27B1,protein,1594
S112,EXT2,protein,2132
S112,FGF23,protein,8074
S112,CCND1,protein,595
S112,IDH1,protein,3417
S112,AGXT,protein,189
S112,LRP5,protein,4041
S112,CTSK,protein,1513
S112,TCIRG1,protein,10312
S112,SCARB2,protein,950
S112,CLCN7,protein,1186
S112,SNX10,protein,29887
S112,CA2,protein,760
S112,SQSTM1,protein,8878
S112,IDH2,protein,3418
S112,TEK,protein,7010
S112,TNFRSF11A,protein,8792
S112,VDR,protein,7421
S112,ENPP1,protein,5167
S112,WNT1,protein,7471
S112,LEMD3,protein,23592
S112,CYP19A1,protein,1588
S112,GCH1,protein,2643
S112,ESR1,protein,2099
S112,PRKRA,protein,8575
S114,DRD2,protein,1813
S114,ATM,protein,472
S114,MMACHC,protein,25974
S114,CUL4B,protein,8450
S114,TRH,protein,7200
S114,ASAH1,protein,427
S114,GTF2I,protein,2969
S114,CTSF,protein,8722
S114,ATP7A,protein,538
S114,DNAJC13,protein,23317
S114,ATP7B,protein,540
S114,PAH,protein,5053
S114,GOSR2,protein,9570
S114,CHRM4,protein,1132
S114,HTR1A,protein,3350
S114,KCNC1,protein,3746
S114,SPR,protein,6697
S114,GABRG2,protein,2566
S114,TPI1,protein,7167
S114,KCNA2,protein,3737
S114,TCIRG1,protein,10312
S114,CP,protein,1356
S114,FTL,protein,2512
S114,PDGFB,protein,5155
S114,MEN1,protein,4221
S114,SNX10,protein,29887
S114,CYP2D6,protein,110740340
S114,LEMD3,protein,23592
S114,MECP2,protein,4204
S114,ADAR,protein,103
S114,ADA2,protein,51816
S114,ADRA2B,protein,151
S114,ADAMTS13,protein,11093
S114,CA8,protein,767
S114,VPS13A,protein,23230
S114,RFC2,protein,5982
S114,CACNA1S,protein,779
S114,APTX,protein,54840
S114,MAPT,protein,4137
S114,TNFSF11,protein,8600
S114,ERCC6,protein,2074
S114,PCBD1,protein,5092
S114,BSCL2,protein,26580
S114,WDR45,protein,11152
S114,SLC39A4,protein,55630
S114,ELN,protein,2006
S114,PLP1,protein,5354
S114,TH,protein,7054
S114,DPM1,protein,8813
S114,TMEM70,protein,54968
S114,FBXO7,protein,25793
S114,LYST,protein,1130
S114,ATXN8OS,protein,6315
S114,ITM2B,protein,9445
S114,PRNP,protein,5621
S114,GRM1,protein,2911
S114,ADORA2A,protein,135
S114,HNF1A,protein,6927
S114,PEX2,protein,5828
S114,SCN9A,protein,6335
S114,GTF2IRD1,protein,9569
S114,HMGA2,protein,8091
S114,TSFM,protein,10102
S114,ACHE,protein,43
S114,LMNB1,protein,4001
S114,WFS1,protein,7466
S114,CLIP2,protein,7461
S114,SLC30A10,protein,55532
S114,POLR1C,protein,9533
S114,PTS,protein,5805
S114,PIGN,protein,23556
S114,LIMK1,protein,3984
S114,PDGFRB,protein,5159
S114,SCN8A,protein,6334
S114,TAF1,protein,6872
S114,GJB1,protein,2705
S114,HPCA,protein,3208
S114,SLC18A2,protein,6571
S114,KCNA1,protein,3736
S114,TNNT1,protein,7138
S114,SGCE,protein,8910
S114,CNTN2,protein,6900
S114,QDPR,protein,5860
S114,SCN1B,protein,6324
S114,PNP,protein,4860
S114,SCN1A,protein,6323
S114,PLA2G6,protein,8398
S114,GABRA1,protein,2554
S114,TTR,protein,7276
S114,AR,protein,367
S114,SCN2A,protein,6326
S114,SLC20A2,protein,6575
S114,NEU1,protein,4758
S114,SYNJ1,protein,8867
S114,DCTN1,protein,1639
S114,TIMM8A,protein,1678
S114,DARS2,protein,55157
S114,GABRA3,protein,2556
S114,TTC19,protein,54902
S114,DNAJC6,protein,9829
S114,SLC6A3,protein,6531
S114,STXBP1,protein,6812
S114,ADRB2,protein,154
S114,TBL2,protein,26608
S114,HNF4A,protein,3172
S114,GCH1,protein,2643
S114,BAZ1B,protein,9031
S114,ERCC8,protein,1161
S114,TOR1A,protein,1861
S114,CYP27A1,protein,1593
S114,CLCN7,protein,1186
S114,LRPPRC,protein,10128
S114,SLC9A1,protein,6548
S114,PIK3CA,protein,5290
S114,SCARB2,protein,950
S114,FMR1,protein,2332
S114,SCP2,protein,6342
S114,ABCB7,protein,22
S114,TBP,protein,6908
S114,PNPLA6,protein,10908
S114,SPTBN2,protein,6712
S114,VLDLR,protein,7436
S114,AKT1,protein,207
S114,CTDP1,protein,9150
S114,KCNJ10,protein,3766
S114,PPP2R2B,protein,5521
S114,FXN,protein,2395
S114,PTEN,protein,5728
S114,POLR3B,protein,55703
S114,GSS,protein,2937
S114,ABHD12,protein,26090
S114,ATXN2,protein,6311
S114,POLR3A,protein,11128
S114,FUS,protein,2521
S114,PARK7,protein,11315
S114,PRKRA,protein,8575
S114,COL6A3,protein,1293
S114,VAPB,protein,9217
S114,KCND3,protein,3752
S114,DYSF,protein,8291
S114,GLA,protein,2717
S114,SCN4A,protein,6329
S114,SOD1,protein,6647
S114,HSPB1,protein,3315
S114,PFN1,protein,5216
S114,MORC2,protein,22880
S114,HEXB,protein,3074
S114,KIF1C,protein,10749
S114,PSAP,protein,5660
S114,VCP,protein,7415
S114,ANO10,protein,55129
S114,VRK1,protein,7443
S114,CHMP2B,protein,25978
S114,TBK1,protein,29110
S114,HINT1,protein,3094
S114,BCHE,protein,590
S114,SQSTM1,protein,8878
S114,TFG,protein,10342
S115,IL1A,protein,3552
S115,AFG3L2,protein,10939
S115,POLG,protein,5428
S115,MT-TK,protein,4566
S115,SLC25A4,protein,291
S115,TYMP,protein,1890
S115,SDHA,protein,6389
S115,ATXN7,protein,6314
S115,IL1B,protein,3553
S115,SDHD,protein,6392
S115,TWNK,protein,56652
S115,COX5A,protein,9377
S115,COQ8A,protein,56997
S115,RRM2B,protein,50484
S115,MAG,protein,4099
S115,TUBB3,protein,10381
S115,SACS,protein,26278
S115,PHOX2A,protein,401
S115,KIF21A,protein,55605
S115,MT-TY,protein,4579
S115,MT-TL1,protein,170604
S115,SDHAF1,protein,644096
S115,NPTX2,protein,4885
S116,FCGR3B,protein,2215
S116,CLPB,protein,81570
S116,VPS45,protein,11311
S116,JAGN1,protein,84522
S116,HAX1,protein,10456
S116,EPO,protein,2056
S116,IL3,protein,3562
S116,FCGR3A,protein,2214
S116,CD177,protein,57126
S116,WAS,protein,7454
S116,UGT1A1,protein,54658
S116,USB1,protein,79650
S116,CSF3R,protein,1441
S116,SLC37A4,protein,2542
S116,CSF2,protein,1437
S116,DPYD,protein,1806
S116,THPO,protein,7066
S116,GFI1,protein,2672
S116,TOP1,protein,7150
S116,G6PC3,protein,92579
S116,FASLG,protein,356
S116,CSF3,protein,1440
S116,KITLG,protein,4254
S116,ELANE,protein,1991
S116,VPS13B,protein,157680
S116,CXCR4,protein,7852
S119,LTC4S,protein,4056
S119,BTK,protein,695
S119,RNASE3,protein,6037
S119,CXCL8,protein,3576
S119,IL12RB2,protein,3595
S119,IL5,protein,3567
S119,CYSLTR1,protein,10800
S119,DEFB4A,protein,1673
S119,IL4R,protein,3566
S119,CFTR,protein,1080
S120,IL10,protein,3586
S120,IL4R,protein,3566
S120,VCAM1,protein,7412
S120,RNASE3,protein,6037
S120,HAVCR1,protein,26762
S120,KNG1,protein,3827
S120,ICAM1,protein,3383
S120,VIP,protein,7432
S120,IL13,protein,3596
S120,IL4,protein,3565
S120,HRH1,protein,3269
S120,CCL11,protein,6356
S120,MS4A2,protein,2206
S120,IGHE,protein,3497
S120,SDAD1,protein,55153
S120,IL5,protein,3567
S120,NGF,protein,4803
S120,MPO,protein,4353
S120,FOXJ1,protein,2302
S120,IL18,protein,3606
S120,ALOX5,protein,240
S120,IFNG,protein,3458
S120,CXCL8,protein,3576
S120,EPX,protein,8288
S121,NR3C1,protein,2908
S121,TLR9,protein,54106
S121,NGF,protein,4803
S121,VIP,protein,7432
S121,NPY,protein,4852
S121,IL13,protein,3596
S121,SDAD1,protein,55153
S121,IL4R,protein,3566
S121,IL5,protein,3567
S121,SCGB1A1,protein,7356
S121,TRPV1,protein,7442
S121,FOXJ1,protein,2302
S121,KNG1,protein,3827
S121,POMC,protein,5443
S121,CYSLTR1,protein,10800
S121,RNASE3,protein,6037
S121,CXCL8,protein,3576
S121,EPX,protein,8288
S121,IL4,protein,3565
S121,ICAM1,protein,3383
S121,CCL11,protein,6356
S121,IGHE,protein,3497
S121,HRH1,protein,3269
S121,VCAM1,protein,7412
S121,CCL5,protein,6352
S125,DPY19L2,protein,283417
S125,NPHP4,protein,261734
S125,NR5A1,protein,2516
S125,AURKC,protein,6795
S125,GNRH1,protein,2796
S125,USP26,protein,83844
S125,EPPIN,protein,57119
S125,PRM2,protein,5620
S125,LHCGR,protein,3973
S125,FSHR,protein,2492
S125,DAZ1,protein,1617
S125,SPAG1,protein,6674
S125,DAZL,protein,1618
S125,DDX3Y,protein,8653
S125,LEFTY2,protein,7044
S125,PLCZ1,protein,89869
S125,ZP3,protein,7784
S125,INHA,protein,3623
S125,RXFP2,protein,122042
S125,LHB,protein,3972
S125,PRM1,protein,5619
S125,ZP2,protein,7783
S125,H19,protein,283120
S125,CYP19A1,protein,1588
S125,DAZ3,protein,57054
S125,CATSPER2,protein,117155
S125,ESR2,protein,2100
S125,PRL,protein,5617
S125,PGR,protein,5241
S125,USP9Y,protein,8287
S125,FSHB,protein,2488
S125,CATSPER1,protein,117144
S125,DAZ4,protein,57135
S125,PRLR,protein,5618
S125,DNAH1,protein,25981
S125,TUBB8,protein,347688
S125,INSL3,protein,3640
S128,IL10,protein,3586
S128,MUC2,protein,4583
S128,ITGA4,protein,3676
S128,IRF5,protein,3663
S128,CRP,protein,1401
S128,IL23R,protein,149233
S128,NOD2,protein,64127
S128,SLC22A4,protein,6583
S128,DLG5,protein,9231
S128,ATG16L1,protein,55054
S128,TNF,protein,7124
S128,DUOX2,protein,50506
S128,TLR9,protein,54106
S128,ADAM17,protein,6868
S128,CEACAM6,protein,4680
S128,LACC1,protein,144811
S128,HP,protein,3240
S128,TLR4,protein,7099
S128,SLC11A1,protein,6556
S128,IRGM,protein,345611
S128,SLC22A5,protein,6584
S128,INAVA,protein,55765
S128,TNFRSF1B,protein,7133
S128,IL18RAP,protein,8807
S128,NDUFA13,protein,51079
S128,IL10RA,protein,3587
S128,IL12RB2,protein,3595
S128,IL1B,protein,3553
S128,SP140,protein,11262
S128,IL10RB,protein,3588
S128,TNFSF15,protein,9966
S128,ABCB1,protein,5243
S128,IL18BP,protein,10068
S128,UBE4A,protein,9354
S128,IL6,protein,3569
S137,NPHS2,protein,7827
S137,NPHS1,protein,4868
S137,AGT,protein,183
S137,MIR155,protein,406947
S137,IL6,protein,3569
S137,NCK2,protein,8440
S137,CASP1,protein,834
S137,INS,protein,3630
S137,MIR424,protein,494336
S137,PYCARD,protein,29108
S137,REN,protein,5972
S137,MIR145,protein,406937
S137,ACE,protein,1636
S137,PTGS2,protein,5743
S137,LEPR,protein,3953
S137,CD38,protein,952
S137,TNF,protein,7124
S137,TSLP,protein,85480
S137,MIR130A,protein,406919
S137,CP,protein,1356
S137,SOD2,protein,6648
S137,NCK1,protein,4690
S137,GPC5,protein,2262
S137,GNAQ,protein,2776
S137,PEX1,protein,5189
S138,FAS,protein,355
S138,MYH9,protein,4627
S138,HMOX1,protein,3162
S138,DNASE1,protein,1773
S138,NPHS1,protein,4868
S138,LYZ,protein,4069
S138,SLC37A4,protein,2542
S138,NCK2,protein,8440
S138,ITGA8,protein,8516
S138,REN,protein,5972
S138,PTPRO,protein,5800
S138,PAK2,protein,5062
S138,OCRL,protein,4952
S138,MEFV,protein,4210
S138,TACO1,protein,51204
S138,FN1,protein,2335
S138,ELN,protein,2006
S138,IFNG,protein,3458
S138,DPP4,protein,1803
S138,HNF1B,protein,6928
S138,CTLA4,protein,1493
S138,SH2B1,protein,25970
S138,ZNF592,protein,9640
S138,ANLN,protein,54443
S138,AGTR1,protein,185
S138,LAMB2,protein,3913
S138,NCK1,protein,4690
S138,PTGS2,protein,5743
S138,GLA,protein,2717
S138,GUSB,protein,2990
S138,HLA-DPB1,protein,3115
S138,SCNN1A,protein,6337
S138,EHHADH,protein,1962
S138,COL4A3,protein,1285
S138,CLIP2,protein,7461
S138,PLCE1,protein,51196
S138,DNASE1L3,protein,1776
S138,AGT,protein,183
S138,ARHGDIA,protein,396
S138,CD2AP,protein,23607
S138,DGKE,protein,8526
S138,MMACHC,protein,25974
S138,HNF4A,protein,3172
S138,NEU1,protein,4758
S138,NR4A1,protein,3164
S138,CTSL,protein,1514
S138,ERCC6,protein,2074
S138,LMNA,protein,4000
S138,ATP7B,protein,540
S138,APOE,protein,348
S138,FGA,protein,2243
S138,GTF2I,protein,2969
S138,FAN1,protein,22909
S138,SDHB,protein,6390
S138,PRODH,protein,5625
S138,RFC2,protein,5982
S138,OFD1,protein,8481
S138,COL4A5,protein,1287
S138,APOA1,protein,335
S138,VEGFA,protein,7422
S138,HAVCR1,protein,26762
S138,CLCN5,protein,1184
S138,ITGA3,protein,3675
S138,HLA-DRB1,protein,3123
S138,LCAT,protein,3931
S138,SCO1,protein,6341
S138,ALB,protein,213
S138,SOD1,protein,6647
S138,PTPN22,protein,26191
S138,TGFB1,protein,7040
S138,MPV17,protein,4358
S138,MUC16,protein,94025
S138,INSR,protein,3643
S138,COX10,protein,1352
S138,PAX2,protein,5076
S138,FASTKD2,protein,22868
S138,TRPC6,protein,7225
S138,CUBN,protein,8029
S138,SDHD,protein,6392
S138,MAFB,protein,9935
S138,SMARCAL1,protein,50485
S138,ADAMTS13,protein,11093
S138,AMMECR1,protein,9949
S138,CTNS,protein,1497
S138,LEP,protein,3952
S138,CYBB,protein,1536
S138,VHL,protein,7428
S138,SCARB2,protein,950
S138,PPARA,protein,5465
S138,BAZ1B,protein,9031
S138,COQ6,protein,51004
S138,TBL2,protein,26608
S138,HLA-DQA1,protein,3117
S138,IL1RN,protein,3557
S138,ACTN4,protein,81
S138,COL4A4,protein,1286
S138,POMC,protein,5443
S138,KIF1B,protein,23095
S138,PRTN3,protein,5657
S138,RET,protein,5979
S138,SPP1,protein,6696
S138,ALOX5AP,protein,241
S138,HLA-B,protein,3106
S138,KCNE5,protein,23630
S138,COX6B1,protein,1340
S138,GTF2IRD1,protein,9569
S138,B2M,protein,567
S138,TREX1,protein,11277
S138,LIMK1,protein,3984
S138,MYO1E,protein,4643
S138,PMM2,protein,5373
S138,ERCC8,protein,1161
S138,CTSB,protein,1508
S138,LMX1B,protein,4010
S138,RHOA,protein,387
S138,LRP2,protein,4036
S138,PAK1,protein,5058
S138,SARS2,protein,54938
S138,ACSL4,protein,2182
S138,NPHS2,protein,7827
S14,BDNF,protein,627
S14,SUCLG1,protein,8802
S14,ASCL1,protein,429
S14,KIF1A,protein,547
S14,ABCC8,protein,6833
S14,SLCO2A1,protein,6578
S14,MAP2K1,protein,5604
S14,PPARG,protein,5468
S14,SERPINB7,protein,8710
S14,AGPAT2,protein,10555
S14,NOP10,protein,55505
S14,BCL10,protein,8915
S14,KRT6A,protein,3853
S14,SLC18A2,protein,6571
S14,IGH,protein,3492
S14,KRT1,protein,3848
S14,KCNJ11,protein,3767
S14,KRT6B,protein,3854
S14,PRNP,protein,5621
S14,JAK2,protein,3717
S14,PHOX2B,protein,8929
S14,HEXB,protein,3074
S14,LIFR,protein,3977
S14,FOXP1,protein,27086
S14,MPL,protein,4352
S14,KRT16,protein,3868
S14,TINF2,protein,26277
S14,DKC1,protein,1736
S14,RTEL1,protein,51750
S14,CLCF1,protein,23529
S14,HNF1A,protein,6927
S14,FUCA1,protein,2517
S14,TERT,protein,7015
S14,WRAP53,protein,55135
S14,VHL,protein,7428
S14,MALT1,protein,10892
S14,FOS,protein,2353
S14,CRLF1,protein,9244
S14,MLX,protein,6945
S14,SDHD,protein,6392
S14,KRT14,protein,3861
S14,SCN11A,protein,11280
S14,HMBS,protein,3145
S14,SDHB,protein,6390
S14,AIP,protein,9049
S14,IKBKG,protein,8517
S14,MAP2K2,protein,5605
S14,JUP,protein,3728
S14,THPO,protein,7066
S14,IL12B,protein,3593
S14,IGHMBP2,protein,3508
S14,CAV1,protein,857
S14,COL6A1,protein,1291
S14,KRT17,protein,3872
S14,DDC,protein,1644
S14,SDHC,protein,6391
S14,PARN,protein,5073
S14,TERC,protein,7012
S14,DST,protein,667
S14,MEN1,protein,4221
S14,COL6A3,protein,1293
S14,COL6A2,protein,1292
S14,RET,protein,5979
S14,CACNA1S,protein,779
S14,KRT9,protein,3857
S14,KRT5,protein,3852
S14,NHP2,protein,55651
S14,GABRA3,protein,2556
S14,HNF4A,protein,3172
S14,EDN3,protein,1908
S14,BIRC3,protein,330
S14,HINT1,protein,3094
S14,UCP2,protein,7351
S14,BSCL2,protein,26580
S14,SCN9A,protein,6335
S14,FGFR3,protein,2261
S14,HPGD,protein,3248
S14,HLA-B,protein,3106
S14,GDNF,protein,2668
S14,KIF1B,protein,23095
S14,PSMB8,protein,5696
S142,ABCC8,protein,6833
S142,FBP1,protein,2203
S142,INS,protein,3630
S142,AGL,protein,178
S142,GCG,protein,2641
S142,SLC25A20,protein,788
S142,ACADL,protein,33
S142,SLC16A1,protein,6566
S142,CPT1A,protein,1374
S142,INSR,protein,3643
S142,CRH,protein,1392
S142,GYS2,protein,2998
S142,GCK,protein,2645
S142,ACADVL,protein,37
S142,GLUD1,protein,2746
S142,ACADM,protein,34
S142,CPT2,protein,1376
S142,KCNJ11,protein,3767
S142,HADH,protein,3033
S142,AKT2,protein,208
S144,LEPR,protein,3953
S144,MTHFR,protein,4524
S144,HOTAIR,protein,100124700
S144,IL18,protein,3606
S144,ENPEP,protein,2028
S144,HLA-G,protein,3135
S144,INHA,protein,3623
S144,HADHA,protein,3030
S144,ENG,protein,2022
S144,SELL,protein,6402
S144,SERPINE1,protein,5054
S144,IL10,protein,3586
S144,FST,protein,10468
S144,GPX3,protein,2878
S144,SERPINB2,protein,5055
S144,AFP,protein,174
S144,CORIN,protein,10699
S144,KISS1,protein,3814
S144,AGTR1,protein,185
S144,TAC3,protein,6866
S144,OXT,protein,5020
S144,FLT1P1,protein,391533
S144,CAT,protein,847
S144,SPRY4-IT1,protein,100642175
S144,PLAT,protein,5327
S144,NOS2,protein,4843
S144,VWF,protein,7450
S144,IL6,protein,3569
S144,LNPEP,protein,4012
S144,ADM,protein,133
S144,F5,protein,2153
S144,LEP,protein,3952
S144,HMOX1,protein,3162
S144,DDAH2,protein,23564
S144,AGTR2,protein,186
S144,LGALS13,protein,29124
S144,KNG1,protein,3827
S144,NOS3,protein,4846
S144,NPPA,protein,4878
S144,IGFBP1,protein,3484
S144,CST3,protein,1471
S144,SERPINC1,protein,462
S144,PAPPA,protein,5069
S144,SELP,protein,6403
S144,ICAM1,protein,3383
S144,F3,protein,2152
S144,NOSTRIN,protein,115677
S144,ADIPOQ,protein,9370
S144,REN,protein,5972
S144,KDR,protein,3791
S144,CRH,protein,1392
S144,SELE,protein,6401
S144,STOX1,protein,219736
S144,ANXA5,protein,308
S144,INHBB,protein,3625
S144,AGT,protein,183
S144,FLT1,protein,2321
S144,VEGFA,protein,7422
S144,F2,protein,2147
S144,HSD11B2,protein,3291
S144,H19,protein,283120
S144,HIF1A,protein,3091
S144,APOH,protein,350
S144,THBD,protein,7056
S144,TUG1,protein,55000
S144,ITGAM,protein,3684
S144,CD63,protein,967
S144,ERVW-1,protein,30816
S144,ADAM12,protein,8038
S144,TNF,protein,7124
S144,PLAC1,protein,10761
S144,VCAM1,protein,7412
S144,ACVR2A,protein,92
S144,EDN1,protein,1906
S144,EPHX1,protein,2052
S144,PIGF,protein,5281
S144,OLR1,protein,4973
S144,TGFB3,protein,7043
S144,PGF,protein,5228
S144,NSD1,protein,64324
S145,ALDH7A1,protein,501
S145,MBL2,protein,4153
S145,LRRC25,protein,126364
S145,FOS,protein,2353
S145,MOG,protein,4340
S145,RPA1,protein,6117
S145,PRNP,protein,5621
S145,HLA-DRB1,protein,3123
S145,PSEN1,protein,5663
S145,CA1,protein,759
S145,PDE5A,protein,8654
S145,HLA-DQB1,protein,3119
S145,CTSH,protein,1512
S145,BDNF,protein,627
S145,EP300,protein,2033
S145,P2RY11,protein,5032
S145,ZNF365,protein,22891
S145,PCLO,protein,27445
S145,TNFSF4,protein,7292
S145,SELP,protein,6403
S145,CRLF1,protein,9244
S145,PRB1,protein,5542
S145,MEN1,protein,4221
S145,KLF6,protein,1316
S145,HCRT,protein,3060
S145,KANTR,protein,102723508
S147,PAPSS2,protein,9060
S147,PRKAR1A,protein,5573
S147,CDK5,protein,1020
S147,CYP11B1,protein,1584
S147,NIPBL,protein,25836
S147,KDM6A,protein,7403
S147,ADAMTS2,protein,9509
S147,CAV1,protein,857
S147,PRKACA,protein,5566
S147,LMNA,protein,4000
S147,SGSH,protein,6448
S147,SRCAP,protein,10847
S147,PPARG,protein,5468
S147,KMT2D,protein,8085
S147,GUSB,protein,2990
S147,SMC1A,protein,8243
S147,AGPAT2,protein,10555
S147,ERCC6,protein,2074
S147,CREBBP,protein,1387
S147,MKKS,protein,8195
S147,NAGLU,protein,4669
S147,RIN2,protein,54453
S147,FSHR,protein,2492
S147,GNS,protein,2799
S147,BMP15,protein,9210
S147,EP300,protein,2033
S147,H6PD,protein,9563
S147,PPP1R3A,protein,5506
S147,IDUA,protein,3425
S147,POMC,protein,5443
S147,BSCL2,protein,26580
S147,NR3C1,protein,2908
S147,FLNA,protein,2316
S147,KCNH1,protein,3756
S147,SDCCAG8,protein,10806
S147,NOTCH2,protein,4853
S147,SMC3,protein,9126
S147,MMP2,protein,4313
S147,UBE2A,protein,7319
S147,BBS1,protein,582
S147,WNT4,protein,54361
S147,NANS,protein,54187
S147,BBS4,protein,585
S147,ARSB,protein,411
S147,AIP,protein,9049
S147,LRPPRC,protein,10128
S147,FGFR2,protein,2263
S148,PLA2G6,protein,8398
S148,MAFB,protein,9935
S148,COL6A1,protein,1291
S148,NBN,protein,4683
S148,ERCC3,protein,2071
S148,TNF,protein,7124
S148,GHRL,protein,51738
S148,TRAIP,protein,10293
S148,TRIM37,protein,4591
S148,SLC6A8,protein,6535
S148,TGFB1,protein,7040
S148,LIPA,protein,3988
S148,PLK4,protein,10733
S148,IL6,protein,3569
S148,COL6A2,protein,1292
S148,MECP2,protein,4204
S148,ERCC2,protein,2068
S148,AKT1,protein,207
S148,PTHLH,protein,5744
S148,CDH6,protein,1004
S148,ERCC4,protein,2072
S148,CUL4B,protein,8450
S148,LPIN2,protein,9663
S148,COL12A1,protein,1303
S148,SUCLA2,protein,8803
S148,PTGS2,protein,5743
S148,RBBP8,protein,5932
S148,RRM2B,protein,50484
S148,INSR,protein,3643
S148,PCNT,protein,5116
S148,POLG,protein,5428
S148,CENPE,protein,1062
S148,SLC9A6,protein,10479
S148,CXCL8,protein,3576
S148,CEP152,protein,22995
S148,COL6A3,protein,1293
S148,ZFP36,protein,7538
S148,TYMP,protein,1890
S148,ATR,protein,545
S148,CD27,protein,939
S148,ERCC5,protein,2073
S148,TNFRSF1A,protein,7132
S148,PTEN,protein,5728
S15,FAM20A,protein,54757
S15,NPHP1,protein,4867
S15,AQP2,protein,359
S15,SLC5A2,protein,6524
