symptom1,symptom2,Similarity
S163,S359,0.797
S163,S360,0.747
S163,S363,0.784
S163,S368,0.782
S163,S375,0.769
S163,S38,0.775
S111,S449,0.79
S111,S456,0.817
S111,S462,0.792
S111,S463,0.782
S111,S464,0.811
S111,S466,0.802
S111,S475,0.729
S111,S476,0.729
S111,S477,0.729
S111,S478,0.776
S111,S479,0.809
S111,S48,0.795
S111,S483,0.805
S111,S497,0.83
S111,S498,0.771
S111,S499,0.81
S111,S500,0.787
S111,S501,0.812
S111,S502,0.787
S111,S503,0.795
S111,S62,0.802
S111,S64,0.817
S111,S65,0.804
S111,S66,0.794
S111,S69,0.764
S111,S71,0.804
S111,S73,0.783
S111,S75,0.823
S111,S80,0.775
S111,S86,0.826
S111,S87,0.82
S111,S88,0.81
S111,S90,0.839
S111,S95,0.833
S111,S96,0.85
S111,S98,0.82
S112,S114,0.892
S112,S115,0.715
S112,S116,0.759
S112,S119,0.663
S112,S120,0.757
S112,S121,0.77
S112,S125,0.721
S112,S128,0.811
S112,S137,0.799
S112,S138,0.905
S112,S14,0.881
S112,S142,0.738
S112,S144,0.866
S112,S145,0.789
S112,S147,0.858
S112,S148,0.879
S112,S15,0.743
S112,S150,0.871
S112,S155,0.867
S112,S158,0.723
S112,S159,0.854
S112,S161,0.898
S112,S162,0.765
S112,S163,0.77
S112,S169,0.799
S112,S17,0.914
S112,S170,0.817
S112,S172,0.794
S112,S177,0.901
S112,S182,0.76
S112,S183,0.768
S112,S185,0.869
S112,S189,0.835
S112,S190,0.792
S112,S192,0.861
S112,S20,0.912
S112,S200,0.811
S112,S21,0.928
S112,S213,0.893
S112,S214,0.871
S112,S215,0.908
S112,S216,0.851
S112,S217,0.873
S112,S22,0.827
S112,S221,0.713
S112,S234,0.759
S112,S244,0.808
S112,S246,0.89
S112,S25,0.883
S112,S252,0.819
S112,S260,0.793
S112,S27,0.911
S112,S273,0.76
S112,S279,0.854
S112,S282,0.864
S112,S286,0.744
S112,S291,0.748
S112,S294,0.89
S112,S297,0.852
S112,S299,0.867
S112,S30,0.897
S112,S300,0.878
S112,S306,0.896
S112,S309,0.66
S158,S398,0.753
S158,S404,0.743
S158,S408,0.722
S158,S410,0.781
S158,S411,0.741
S158,S418,0.733
S158,S42,0.776
S158,S420,0.713
S158,S422,0.721
S158,S428,0.745
S158,S430,0.761
S158,S431,0.737
S158,S437,0.729
S158,S44,0.758
S158,S443,0.768
S158,S444,0.771
S158,S445,0.774
S158,S446,0.763
S158,S447,0.725
S158,S449,0.751
S158,S456,0.753
S158,S462,0.735
S158,S463,0.738
S158,S464,0.756
S158,S466,0.781
S158,S475,0.709
S158,S476,0.709
S158,S477,0.709
S158,S478,0.73
S158,S479,0.737
S158,S48,0.754
S158,S483,0.76
S158,S497,0.764
S158,S498,0.705
S158,S499,0.752
S158,S500,0.758
S158,S501,0.779
S158,S502,0.757
S158,S503,0.77
S158,S62,0.736
S158,S64,0.749
S158,S65,0.733
S158,S66,0.739
S158,S69,0.78
S158,S71,0.727
S158,S73,0.768
S158,S75,0.739
S158,S80,0.703
S158,S86,0.744
S158,S87,0.779
S158,S88,0.773
S158,S90,0.779
S158,S95,0.739
S158,S96,0.757
S158,S98,0.741
S159,S161,0.841
S159,S162,0.77
S159,S163,0.801
S159,S169,0.78
S159,S17,0.843
S159,S170,0.795
S159,S172,0.788
S159,S177,0.884
S159,S182,0.767
S159,S183,0.796
S159,S185,0.849
S159,S189,0.827
S159,S190,0.809
S159,S192,0.852
S159,S20,0.835
S159,S200,0.811
S159,S21,0.849
S159,S213,0.85
S159,S214,0.842
S159,S215,0.861
S159,S216,0.843
S159,S217,0.852
S159,S22,0.82
S159,S221,0.705
S159,S234,0.79
S159,S244,0.832
S159,S246,0.841
S159,S25,0.85
S159,S252,0.825
S159,S260,0.814
S159,S27,0.847
S159,S273,0.763
S159,S279,0.873
S159,S282,0.845
S159,S286,0.773
S159,S291,0.748
S159,S294,0.85
S159,S297,0.83
S159,S299,0.846
S159,S30,0.855
S159,S300,0.899
S159,S306,0.844
S159,S309,0.717
S159,S313,0.843
S159,S314,0.8
S183,S216,0.779
S183,S217,0.771
S183,S22,0.787
S183,S221,0.731
S183,S234,0.769
S183,S244,0.792
S183,S246,0.731
S183,S25,0.793
S183,S252,0.784
S183,S260,0.788
S183,S27,0.789
S183,S273,0.762
S183,S279,0.798
S183,S282,0.786
S183,S286,0.747
S183,S291,0.737
S183,S294,0.787
S183,S297,0.771
S183,S299,0.792
S183,S30,0.79
S183,S300,0.793
S183,S306,0.781
S183,S309,0.723
S183,S313,0.787
S183,S314,0.772
S183,S318,0.751
S183,S321,0.788
S183,S325,0.764
S183,S327,0.749
S183,S33,0.786
S183,S330,0.77
S183,S333,0.74
S183,S334,0.777
S183,S335,0.789
S183,S343,0.788
S183,S345,0.756
S183,S346,0.768
S183,S349,0.786
S183,S350,0.787
S183,S355,0.795
S183,S358,0.748
S183,S359,0.781
S183,S360,0.74
S183,S363,0.786
S183,S368,0.764
S183,S375,0.787
S183,S38,0.769
S183,S380,0.745
S183,S387,0.762
S183,S388,0.768
S183,S389,0.72
S183,S39,0.766
S183,S397,0.782
S183,S398,0.787
S183,S404,0.778
S183,S408,0.775
S183,S410,0.773
S183,S411,0.793
S183,S418,0.757
S183,S42,0.793
S183,S420,0.737
S183,S422,0.706
S183,S428,0.762
S183,S430,0.733
S183,S431,0.737
S183,S437,0.741
S183,S44,0.785
S183,S443,0.774
S183,S444,0.771
S183,S445,0.787
S183,S446,0.756
S183,S447,0.741
S183,S449,0.778
S183,S456,0.78
S183,S462,0.76
S183,S463,0.776
S183,S464,0.79
S183,S466,0.773
S183,S475,0.724
S183,S476,0.724
S183,S477,0.724
S183,S478,0.764
S183,S479,0.763
S183,S48,0.772
S183,S483,0.794
S183,S497,0.791
S183,S498,0.726
S183,S499,0.784
S183,S500,0.771
S183,S501,0.787
S183,S502,0.78
S183,S503,0.768
S183,S62,0.792
S183,S64,0.786
S183,S65,0.775
S183,S66,0.76
S183,S69,0.786
S183,S71,0.78
S183,S73,0.82
S183,S75,0.787
S163,S380,0.763
S163,S387,0.775
S163,S388,0.774
S163,S389,0.707
S163,S39,0.743
S163,S397,0.803
S163,S398,0.81
S163,S404,0.799
S163,S408,0.75
S163,S410,0.807
S163,S411,0.797
S163,S418,0.767
S163,S42,0.803
S163,S420,0.739
S163,S422,0.718
S163,S428,0.771
S163,S430,0.718
S163,S431,0.722
S163,S437,0.744
S163,S44,0.797
S163,S443,0.803
S163,S444,0.805
S163,S445,0.821
S163,S446,0.806
S163,S447,0.755
S163,S449,0.791
S163,S456,0.792
S163,S462,0.772
S163,S463,0.74
S163,S464,0.807
S163,S466,0.807
S163,S475,0.725
S163,S476,0.725
S163,S477,0.725
S163,S478,0.773
S163,S479,0.772
S163,S48,0.77
S163,S483,0.806
S163,S497,0.783
S163,S498,0.743
S163,S499,0.801
S163,S500,0.777
S163,S501,0.797
S163,S502,0.778
S163,S503,0.761
S163,S62,0.766
S163,S64,0.774
S163,S65,0.77
S163,S66,0.759
S163,S69,0.76
S163,S71,0.758
S163,S73,0.791
S163,S75,0.786
S163,S80,0.738
S163,S86,0.788
S163,S87,0.796
S163,S88,0.801
S163,S90,0.831
S163,S95,0.799
S163,S96,0.778
S163,S98,0.782
S169,S17,0.82
S169,S170,0.835
S169,S172,0.782
S169,S177,0.759
S169,S182,0.778
S169,S183,0.75
S169,S185,0.819
S169,S189,0.763
S169,S190,0.79
S169,S192,0.779
S169,S20,0.839
S169,S200,0.846
S169,S21,0.792
S169,S213,0.771
S169,S214,0.82
S169,S215,0.783
S169,S216,0.76
S169,S217,0.764
S169,S22,0.804
S169,S221,0.802
S169,S234,0.751
S169,S244,0.759
S169,S246,0.734
S169,S25,0.86
S169,S252,0.764
S169,S260,0.784
S169,S27,0.803
S169,S273,0.782
S169,S279,0.777
S169,S282,0.8
S169,S286,0.722
S169,S291,0.804
S169,S294,0.777
S169,S297,0.813
S169,S299,0.794
S169,S30,0.816
S169,S300,0.805
S169,S306,0.843
S169,S309,0.659
S182,S299,0.779
S182,S30,0.788
S182,S300,0.782
S182,S306,0.788
S182,S309,0.708
S182,S313,0.769
S182,S314,0.759
S182,S318,0.773
S182,S321,0.781
S182,S325,0.753
S182,S327,0.709
S182,S33,0.776
S182,S330,0.774
S182,S333,0.749
S182,S334,0.754
S182,S335,0.762
S182,S343,0.775
S182,S345,0.746
S182,S346,0.764
S182,S349,0.766
S182,S350,0.766
S182,S355,0.767
S182,S358,0.772
S182,S359,0.778
S182,S360,0.771
S182,S363,0.783
S182,S368,0.757
S182,S375,0.718
S182,S38,0.762
S182,S380,0.764
S182,S387,0.747
S182,S388,0.757
S182,S389,0.645
S182,S39,0.763
S182,S397,0.764
S182,S398,0.762
S182,S404,0.785
S182,S408,0.754
S182,S410,0.769
S182,S411,0.782
S182,S418,0.762
S182,S42,0.784
S182,S420,0.751
S182,S422,0.715
S182,S428,0.761
S182,S430,0.738
S182,S431,0.715
S182,S437,0.763
S182,S44,0.779
S182,S443,0.741
S182,S444,0.734
S182,S445,0.773
S182,S446,0.757
S182,S447,0.77
S182,S449,0.769
S182,S456,0.76
S182,S462,0.781
S182,S463,0.788
S182,S464,0.771
S182,S466,0.769
S182,S475,0.686
S182,S476,0.686
S182,S477,0.686
S182,S478,0.722
S182,S479,0.77
S182,S48,0.787
S182,S483,0.779
S182,S497,0.763
S182,S498,0.718
S182,S499,0.766
S182,S500,0.757
S182,S501,0.787
S182,S502,0.769
S182,S503,0.766
S182,S62,0.758
S182,S64,0.768
S182,S65,0.77
S182,S66,0.779
S182,S69,0.745
S182,S71,0.752
S182,S73,0.767
S182,S75,0.758
S182,S80,0.712
S182,S86,0.763
S182,S87,0.769
S182,S88,0.782
S182,S90,0.775
S182,S95,0.771
S182,S96,0.774
S182,S98,0.77
S183,S185,0.799
S183,S189,0.789
S183,S190,0.768
S183,S192,0.789
S183,S20,0.776
S183,S200,0.803
S183,S21,0.763
S183,S213,0.766
S183,S214,0.789
S183,S215,0.774
S148,S15,0.767
S148,S150,0.843
S148,S155,0.85
S148,S158,0.762
S148,S159,0.837
S148,S161,0.847
S148,S162,0.8
S148,S163,0.794
S148,S169,0.825
S148,S17,0.885
S148,S170,0.827
S148,S172,0.797
S148,S177,0.857
S148,S182,0.784
S148,S183,0.781
S148,S185,0.863
S148,S189,0.847
S148,S190,0.821
S148,S192,0.851
S148,S20,0.884
S148,S200,0.845
S148,S21,0.87
S148,S213,0.867
S148,S214,0.877
S148,S215,0.86
S148,S216,0.853
S148,S217,0.858
S148,S22,0.821
S148,S221,0.725
S148,S234,0.79
S148,S244,0.824
S148,S246,0.835
S148,S25,0.886
S148,S252,0.862
S148,S260,0.801
S148,S27,0.872
S148,S273,0.799
S148,S279,0.857
S148,S282,0.881
S148,S286,0.76
S148,S291,0.764
S148,S294,0.866
S148,S297,0.852
S148,S299,0.865
S148,S30,0.882
S148,S300,0.852
S148,S306,0.88
S148,S309,0.675
S148,S313,0.859
S148,S314,0.75
S148,S318,0.834
S148,S321,0.853
S148,S325,0.772
S148,S327,0.675
S148,S33,0.798
S148,S330,0.815
S148,S333,0.78
S148,S334,0.792
S148,S335,0.739
S148,S343,0.862
S148,S345,0.812
S148,S346,0.885
S148,S349,0.857
S148,S350,0.857
S148,S355,0.838
S148,S358,0.788
S148,S359,0.871
S148,S360,0.788
S148,S363,0.809
S148,S368,0.857
S148,S375,0.73
S148,S38,0.87
S148,S380,0.794
S148,S387,0.878
S148,S388,0.746
S148,S389,0.639
S148,S39,0.79
S148,S397,0.881
S148,S398,0.885
S148,S404,0.848
S148,S408,0.75
S148,S410,0.8
S148,S411,0.852
S148,S418,0.862
S148,S42,0.832
S148,S420,0.814
S148,S422,0.703
S148,S428,0.867
S148,S430,0.697
S148,S431,0.691
S148,S437,0.812
S148,S44,0.863
S148,S443,0.791
S148,S444,0.78
S148,S445,0.863
S148,S446,0.802
S148,S447,0.806
S148,S449,0.808
S148,S456,0.825
S148,S462,0.858
S144,S155,0.826
S144,S158,0.729
S144,S159,0.822
S144,S161,0.844
S144,S162,0.819
S144,S163,0.788
S144,S169,0.855
S144,S17,0.877
S144,S170,0.858
S144,S172,0.785
S144,S177,0.837
S144,S182,0.757
S144,S183,0.763
S144,S185,0.903
S144,S189,0.807
S144,S190,0.811
S144,S192,0.841
S144,S20,0.875
S144,S200,0.836
S144,S21,0.855
S144,S213,0.828
S144,S214,0.848
S144,S215,0.847
S144,S216,0.818
S144,S217,0.824
S144,S22,0.822
S144,S221,0.773
S144,S234,0.757
S144,S244,0.781
S144,S246,0.807
S144,S25,0.881
S144,S252,0.81
S144,S260,0.805
S144,S27,0.872
S144,S273,0.762
S144,S279,0.815
S144,S282,0.853
S144,S286,0.748
S144,S291,0.801
S144,S294,0.853
S144,S297,0.845
S144,S299,0.829
S144,S30,0.867
S144,S300,0.841
S144,S306,0.876
S144,S309,0.646
S144,S313,0.89
S144,S314,0.737
S144,S318,0.85
S144,S321,0.828
S144,S325,0.737
S144,S327,0.658
S144,S33,0.792
S144,S330,0.784
S144,S333,0.814
S144,S334,0.778
S144,S335,0.735
S144,S343,0.817
S144,S345,0.82
S144,S346,0.84
S144,S349,0.881
S144,S350,0.882
S144,S355,0.823
S144,S358,0.772
S144,S359,0.853
S144,S360,0.792
S144,S363,0.782
S144,S368,0.917
S144,S375,0.72
S144,S38,0.864
S144,S380,0.812
S144,S387,0.847
S144,S388,0.734
S144,S389,0.616
S144,S39,0.781
S144,S397,0.879
S144,S398,0.903
S144,S404,0.827
S144,S408,0.76
S144,S410,0.774
S144,S411,0.841
S144,S418,0.842
S144,S42,0.81
S144,S420,0.823
S144,S422,0.675
S144,S428,0.82
S144,S430,0.681
S144,S431,0.698
S144,S437,0.841
S144,S44,0.862
S144,S443,0.785
S144,S444,0.772
S144,S445,0.862
S144,S446,0.77
S144,S447,0.834
S144,S449,0.82
S144,S456,0.805
S144,S462,0.89
S144,S463,0.784
S144,S464,0.786
S112,S313,0.869
S112,S314,0.732
S112,S318,0.796
S112,S321,0.846
S112,S325,0.731
S112,S327,0.653
S112,S33,0.79
S112,S330,0.808
S112,S333,0.755
S112,S334,0.778
S112,S335,0.732
S112,S343,0.872
S112,S345,0.766
S112,S346,0.898
S112,S349,0.873
S112,S350,0.871
S112,S355,0.854
S112,S358,0.764
S112,S359,0.866
S112,S360,0.769
S112,S363,0.801
S112,S368,0.83
S112,S375,0.715
S112,S38,0.914
S112,S380,0.788
S112,S387,0.905
S112,S388,0.727
S112,S389,0.611
S112,S39,0.781
S112,S397,0.884
S112,S398,0.876
S112,S404,0.853
S112,S408,0.736
S112,S410,0.775
S112,S411,0.878
S112,S418,0.902
S112,S42,0.823
S112,S420,0.771
S112,S422,0.681
S112,S428,0.875
S112,S430,0.668
S112,S431,0.68
S112,S437,0.776
S112,S44,0.879
S112,S443,0.771
S112,S444,0.756
S112,S445,0.86
S112,S446,0.764
S112,S447,0.766
S112,S449,0.795
S112,S456,0.813
S112,S462,0.832
S112,S463,0.779
S112,S464,0.812
S112,S466,0.775
S112,S475,0.654
S112,S476,0.654
S112,S477,0.654
S112,S478,0.714
S112,S479,0.896
S112,S48,0.8
S112,S483,0.791
S112,S497,0.803
S112,S498,0.888
S112,S499,0.791
S112,S500,0.732
S112,S501,0.807
S112,S502,0.762
S112,S503,0.733
S112,S62,0.861
S112,S64,0.878
S112,S65,0.854
S112,S66,0.816
S112,S69,0.724
S112,S71,0.817
S112,S73,0.776
S112,S75,0.894
S112,S80,0.894
S112,S86,0.884
S112,S87,0.881
S112,S88,0.838
S112,S90,0.874
S112,S95,0.903
S112,S96,0.817
S112,S98,0.899
S114,S115,0.706
S114,S116,0.739
S114,S119,0.641
S114,S120,0.726
S114,S121,0.759
S114,S125,0.71
S114,S128,0.781
S114,S137,0.777
S114,S138,0.883
S114,S14,0.864
S114,S142,0.745
S114,S144,0.832
S114,S145,0.785
S114,S147,0.847
S114,S148,0.867
S170,S475,0.66
S170,S476,0.66
S170,S477,0.66
S170,S478,0.702
S170,S479,0.801
S170,S48,0.789
S170,S483,0.814
S170,S497,0.78
S170,S498,0.761
S170,S499,0.749
S170,S500,0.725
S170,S501,0.79
S170,S502,0.748
S170,S503,0.749
S170,S62,0.824
S170,S64,0.821
S170,S65,0.822
S170,S66,0.834
S170,S69,0.748
S170,S71,0.813
S170,S73,0.757
S170,S75,0.795
S170,S80,0.772
S170,S86,0.846
S170,S87,0.806
S170,S88,0.807
S170,S90,0.786
S170,S95,0.829
S170,S96,0.792
S170,S98,0.844
S172,S177,0.767
S172,S182,0.757
S172,S183,0.765
S172,S185,0.798
S172,S189,0.792
S172,S190,0.778
S172,S192,0.77
S172,S20,0.801
S172,S200,0.779
S172,S21,0.775
S172,S213,0.774
S172,S214,0.785
S172,S215,0.789
S172,S216,0.769
S172,S217,0.773
S172,S22,0.783
S172,S221,0.73
S172,S234,0.746
S172,S244,0.779
S172,S246,0.735
S172,S25,0.794
S172,S252,0.76
S172,S260,0.763
S172,S27,0.799
S172,S273,0.772
S172,S279,0.788
S172,S282,0.783
S172,S286,0.744
S172,S291,0.753
S172,S294,0.765
S172,S297,0.78
S172,S299,0.794
S172,S30,0.781
S172,S300,0.774
S172,S306,0.797
S172,S309,0.7
S172,S313,0.8
S172,S314,0.741
S172,S318,0.794
S172,S321,0.777
S172,S325,0.757
S172,S327,0.692
S172,S33,0.774
S172,S330,0.774
S172,S333,0.769
S172,S334,0.746
S172,S335,0.751
S172,S343,0.792
S172,S345,0.764
S172,S346,0.781
S172,S349,0.793
S172,S350,0.793
S172,S355,0.787
S172,S358,0.748
S172,S359,0.805
S172,S360,0.776
S172,S363,0.77
S172,S368,0.801
S172,S375,0.726
S172,S38,0.78
S172,S380,0.78
S172,S387,0.777
S172,S388,0.74
S172,S389,0.641
S172,S39,0.765
S172,S397,0.785
S172,S398,0.784
S172,S404,0.762
S172,S408,0.762
S172,S410,0.74
S138,S500,0.747
S138,S501,0.81
S138,S502,0.776
S138,S503,0.75
S138,S62,0.872
S138,S64,0.884
S138,S65,0.847
S138,S66,0.821
S138,S69,0.738
S138,S71,0.831
S138,S73,0.78
S138,S75,0.899
S138,S80,0.875
S138,S86,0.888
S138,S87,0.866
S138,S88,0.838
S138,S90,0.862
S138,S95,0.901
S138,S96,0.815
S138,S98,0.898
S14,S142,0.772
S14,S144,0.852
S14,S145,0.818
S14,S147,0.864
S14,S148,0.869
S14,S15,0.762
S14,S150,0.851
S14,S155,0.853
S14,S158,0.75
S14,S159,0.845
S14,S161,0.847
S14,S162,0.801
S14,S163,0.816
S14,S169,0.803
S14,S17,0.886
S14,S170,0.823
S14,S172,0.806
S14,S177,0.86
S14,S182,0.785
S14,S183,0.777
S14,S185,0.862
S14,S189,0.846
S14,S190,0.819
S14,S192,0.859
S14,S20,0.881
S14,S200,0.818
S14,S21,0.88
S14,S213,0.865
S14,S214,0.861
S14,S215,0.874
S14,S216,0.859
S14,S217,0.85
S14,S22,0.829
S14,S221,0.73
S14,S234,0.78
S14,S244,0.817
S14,S246,0.845
S14,S25,0.863
S14,S252,0.835
S14,S260,0.816
S14,S27,0.881
S14,S273,0.783
S14,S279,0.856
S14,S282,0.849
S14,S286,0.759
S14,S291,0.773
S14,S294,0.886
S14,S297,0.856
S14,S299,0.867
S14,S30,0.869
S14,S300,0.859
S14,S306,0.869
S14,S309,0.69
S14,S313,0.871
S14,S314,0.754
S14,S318,0.798
S14,S321,0.849
S14,S325,0.774
S14,S327,0.684
S14,S33,0.789
S14,S330,0.806
S14,S333,0.765
S14,S334,0.783
S14,S335,0.752
S14,S343,0.855
S14,S345,0.796
S14,S346,0.871
S14,S349,0.858
S14,S350,0.857
S14,S355,0.846
S14,S358,0.785
S14,S359,0.861
S14,S360,0.785
S14,S363,0.799
S14,S368,0.831
S14,S375,0.735
S14,S38,0.878
S14,S380,0.794
S14,S387,0.863
S14,S388,0.752
C0003578,S418,0.805
C0003578,S42,0.814
C0003578,S420,0.741
C0003578,S422,0.744
C0003578,S428,0.817
C0003578,S430,0.752
C0003578,S431,0.732
C0003578,S437,0.766
C0003578,S44,0.828
C0003578,S443,0.791
C0003578,S444,0.787
C0003578,S445,0.83
C0003578,S446,0.794
C0003578,S447,0.748
C0003578,S449,0.779
C0003578,S456,0.812
C0003578,S462,0.782
C0003578,S463,0.773
C0003578,S464,0.799
C0003578,S466,0.788
C0003578,S475,0.712
C0003578,S476,0.712
C0003578,S477,0.712
C0003578,S478,0.753
C0003578,S479,0.807
C0003578,S48,0.786
C0003578,S483,0.797
C0003578,S497,1.0
C0003578,S498,0.774
C0003578,S499,0.806
C0003578,S500,0.775
C0003578,S501,0.788
C0003578,S502,0.762
C0003578,S503,0.773
C0003578,S62,0.804
C0003578,S64,0.818
C0003578,S65,0.796
C0003578,S66,0.776
C0003578,S69,0.79
C0003578,S71,0.813
C0003578,S73,0.782
C0003578,S75,0.826
C0003578,S80,0.781
C0003578,S86,0.81
C0003578,S87,0.815
C0003578,S88,0.806
C0003578,S90,0.831
C0003578,S95,0.815
C0003578,S96,0.798
C0003578,S98,0.812
C3714756,C0020796,0.753
C3714756,C0018776,0.699
C3714756,C0042571,0.746
C3714756,C0234133,0.725
C3714756,C0234132,0.716
C3714756,C0234378,0.663
C3714756,S02,0.8
C3714756,S06,0.886
C3714756,S07,0.838
C3714756,S08,0.819
C3714756,S102,0.866
C3714756,S103,0.888
C3714756,S104,0.753
C3714756,S106,0.827
C3714756,S109,0.861
C3714756,S111,0.771
C3714756,S112,0.888
C3714756,S114,0.895
C3714756,S115,0.671
C3714756,S116,0.701
C3714756,S119,0.603
C3714756,S120,0.687
C3714756,S121,0.715
C3714756,S125,0.67
C3714756,S128,0.74
C3714756,S137,0.734
C3714756,S138,0.869
C3714756,S14,0.84
C3714756,S142,0.702
C3714756,S144,0.803
C3714756,S145,0.739
C3714756,S147,0.826
C3714756,S148,0.83
C3714756,S15,0.706
C3714756,S150,0.854
C3714756,S155,0.853
C3714756,S158,0.705
C3714756,S159,0.834
C3714756,S161,0.931
C3714756,S162,0.713
C3714756,S163,0.743
C3714756,S169,0.73
C3714756,S17,0.868
C3714756,S170,0.76
C3714756,S172,0.731
C3714756,S177,0.912
C3714756,S182,0.718
C3714756,S183,0.726
C3714756,S185,0.834
C3714756,S189,0.815
S114,S15,0.743
S114,S150,0.849
S114,S155,0.855
S114,S158,0.748
S114,S159,0.851
S114,S161,0.889
S114,S162,0.757
S114,S163,0.782
S114,S169,0.774
S114,S17,0.878
S114,S170,0.801
S114,S172,0.774
S114,S177,0.886
S114,S182,0.751
S114,S183,0.776
S114,S185,0.868
S114,S189,0.88
S114,S190,0.813
S114,S192,0.852
S114,S20,0.881
S114,S200,0.799
S114,S21,0.909
S114,S213,0.912
S114,S214,0.866
S114,S215,0.899
S114,S216,0.863
S114,S217,0.927
S114,S22,0.833
S114,S221,0.696
S114,S234,0.797
S114,S244,0.816
S114,S246,0.895
S114,S25,0.865
S114,S252,0.821
S114,S260,0.806
S114,S27,0.865
S114,S273,0.761
S114,S279,0.845
S114,S282,0.855
S114,S286,0.734
S114,S291,0.722
S114,S294,0.885
S114,S297,0.825
S114,S299,0.859
S114,S30,0.864
S114,S300,0.859
S114,S306,0.858
S114,S309,0.697
S114,S313,0.867
S114,S314,0.736
S114,S318,0.762
S114,S321,0.904
S114,S325,0.774
S114,S327,0.67
S114,S33,0.747
S114,S330,0.821
S114,S333,0.721
S114,S334,0.778
S114,S335,0.743
S114,S343,0.898
S114,S345,0.759
S114,S346,0.903
S114,S349,0.849
S114,S350,0.844
S114,S355,0.853
S114,S358,0.78
S114,S359,0.87
S114,S360,0.734
S114,S363,0.8
S114,S368,0.807
S114,S375,0.716
S114,S38,0.896
S114,S380,0.759
S114,S387,0.898
S114,S388,0.732
S114,S389,0.629
S114,S39,0.795
S114,S397,0.895
S114,S398,0.864
S114,S404,0.841
S114,S408,0.756
S114,S410,0.776
S114,S411,0.859
S114,S418,0.909
S114,S42,0.872
S114,S420,0.731
S114,S422,0.694
S114,S428,0.914
S114,S430,0.694
S114,S431,0.711
S114,S437,0.752
S114,S44,0.886
S114,S443,0.764
S114,S444,0.749
S114,S445,0.87
S114,S446,0.774
S114,S447,0.743
S114,S449,0.764
S114,S456,0.78
S114,S462,0.794
S155,S163,0.775
S155,S169,0.771
S155,S17,0.861
S155,S170,0.806
S155,S172,0.781
S155,S177,0.872
S155,S182,0.764
S155,S183,0.78
S155,S185,0.847
S155,S189,0.829
S155,S190,0.789
S155,S192,0.844
S155,S20,0.855
S155,S200,0.802
S155,S21,0.862
S155,S213,0.864
S155,S214,0.851
S155,S215,0.868
S155,S216,0.855
S155,S217,0.854
S155,S22,0.824
S155,S221,0.698
S155,S234,0.755
S155,S244,0.801
S155,S246,0.859
S155,S25,0.857
S155,S252,0.824
S155,S260,0.801
S155,S27,0.85
S155,S273,0.762
S155,S279,0.841
S155,S282,0.843
S155,S286,0.746
S155,S291,0.722
S155,S294,0.87
S155,S297,0.824
S155,S299,0.866
S155,S30,0.86
S155,S300,0.851
S155,S306,0.847
S155,S309,0.684
S155,S313,0.851
S155,S314,0.763
S155,S318,0.753
S155,S321,0.825
S155,S325,0.751
S155,S327,0.672
S155,S33,0.755
S155,S330,0.787
S155,S333,0.725
S155,S334,0.78
S155,S335,0.758
S155,S343,0.855
S155,S345,0.741
S155,S346,0.87
S155,S349,0.851
S155,S350,0.849
S155,S355,0.859
S155,S358,0.773
S155,S359,0.828
S155,S360,0.754
S155,S363,0.782
S155,S368,0.804
S155,S375,0.731
S155,S38,0.86
S155,S380,0.764
S155,S387,0.877
S155,S388,0.758
S155,S389,0.639
S155,S39,0.777
S155,S397,0.842
S155,S398,0.841
S155,S404,0.854
S155,S408,0.753
S155,S410,0.774
S155,S411,0.851
S155,S418,0.859
S155,S42,0.805
S155,S420,0.728
S155,S422,0.689
S155,S428,0.866
S155,S430,0.691
S155,S431,0.695
S155,S437,0.739
S155,S44,0.833
S155,S443,0.774
S155,S444,0.766
S155,S445,0.843
S155,S446,0.763
S155,S447,0.734
S155,S449,0.775
S155,S456,0.786
S155,S462,0.788
S155,S463,0.791
S155,S464,0.823
S155,S466,0.774
S155,S475,0.686
S155,S476,0.686
S155,S477,0.686
S155,S478,0.743
S150,S279,0.861
S150,S282,0.87
S150,S286,0.776
S150,S291,0.73
S150,S294,0.88
S150,S297,0.835
S150,S299,0.86
S150,S30,0.883
S150,S300,0.898
S150,S306,0.862
S150,S309,0.683
S150,S313,0.852
S150,S314,0.784
S150,S318,0.755
S150,S321,0.826
S150,S325,0.749
S150,S327,0.701
S150,S33,0.753
S150,S330,0.793
S150,S333,0.73
S150,S334,0.805
S150,S335,0.774
S150,S343,0.852
S150,S345,0.758
S150,S346,0.861
S150,S349,0.853
S150,S350,0.852
S150,S355,0.899
S150,S358,0.774
S150,S359,0.833
S150,S360,0.75
S150,S363,0.786
S150,S368,0.807
S150,S375,0.751
S150,S38,0.869
S150,S380,0.778
S150,S387,0.885
S150,S388,0.778
S150,S389,0.644
S150,S39,0.762
S150,S397,0.851
S150,S398,0.85
S150,S404,0.876
S150,S408,0.745
S150,S410,0.807
S150,S411,0.898
S150,S418,0.861
S150,S42,0.816
S150,S420,0.729
S150,S422,0.685
S150,S428,0.857
S150,S430,0.689
S150,S431,0.705
S150,S437,0.746
S150,S44,0.839
S150,S443,0.811
S150,S444,0.801
S150,S445,0.849
S150,S446,0.785
S150,S447,0.738
S150,S449,0.801
S150,S456,0.812
S150,S462,0.793
S150,S463,0.777
S150,S464,0.878
S150,S466,0.807
S150,S475,0.7
S150,S476,0.7
S150,S477,0.7
S150,S478,0.757
S150,S479,0.863
